Context,Code,Occupation
4,11-9199.11,Brownfield Redevelopment Specialists and Site Managers
4,15-2051.01,Business Intelligence Analysts
4,27-4031.00,"Camera Operators, Television, Video, and Film"
4,17-2051.00,Civil Engineers
4,15-1299.08,Computer Systems Engineers/Architects
4,15-1242.00,Database Administrators
4,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment"
4,49-9051.00,Electrical Power-Line Installers and Repairers
4,47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters"
4,11-3031.00,Financial Managers
4,53-7071.00,Gas Compressor and Gas Pumping Station Operators
4,19-3092.00,Geographers
4,15-1299.02,Geographic Information Systems Technologists and Technicians
4,19-2042.00,"Geoscientists, Except Hydrologists and Geographers"
4,11-3051.02,Geothermal Production Managers
4,51-9195.04,"Glass Blowers, Molders, Benders, and Finishers"
4,47-5081.00,Helpers--Extraction Workers
4,47-5044.00,"Loading and Moving Machine Operators, Underground Mining"
4,11-9081.00,Lodging Managers
4,13-1081.02,Logistics Analysts
4,51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders"
4,51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic"
4,17-3029.01,Non-Destructive Testing Specialists
4,43-9071.00,"Office Machine Operators, Except Computer"
4,47-2073.00,Operating Engineers and Other Construction Equipment Operators
4,51-9111.00,Packaging and Filling Machine Operators and Tenders
4,47-2141.00,"Painters, Construction and Maintenance"
4,17-3029.08,Photonics Technicians
4,51-6021.00,"Pressers, Textile, Garment, and Related Materials"
4,11-9141.00,"Property, Real Estate, and Community Association Managers"
4,27-3031.00,Public Relations Specialists
4,41-9022.00,Real Estate Sales Agents
4,47-2181.00,Roofers
4,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents"
4,43-5071.00,"Shipping, Receiving, and Inventory Clerks"
4,19-1013.00,Soil and Plant Scientists
4,17-2199.11,Solar Energy Systems Engineers
4,13-1199.05,Sustainability Specialists
4,51-2092.00,Team Assemblers
4,51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders"
4,51-9197.00,Tire Builders
4,39-7012.00,Travel Guides
3,41-3011.00,Advertising Sales Agents
3,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes"
3,17-3027.01,Automotive Engineering Technicians
3,49-2091.00,Avionics Technicians
3,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers
3,27-4012.00,Broadcast Technicians
3,25-1011.00,"Business Teachers, Postsecondary"
3,51-3021.00,Butchers and Meat Cutters
3,27-2032.00,Choreographers
3,13-1031.00,"Claims Adjusters, Examiners, and Investigators"
3,13-1141.00,"Compensation, Benefits, and Job Analysis Specialists"
3,43-4021.00,Correspondence Clerks
3,43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance"
3,51-2022.00,Electrical and Electronic Equipment Assemblers
3,49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles"
3,17-2072.00,"Electronics Engineers, Except Computer"
3,13-1041.03,Equal Opportunity Representatives and Officers
3,51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers"
3,51-2051.00,Fiberglass Laminators and Fabricators
3,19-1032.00,Foresters
3,51-9022.00,"Grinding and Polishing Workers, Hand"
3,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic"
3,47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons"
3,43-4081.00,"Hotel, Motel, and Resort Desk Clerks"
3,33-3021.06,Intelligence Analysts
3,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand"
3,17-2121.00,Marine Engineers and Naval Architects
3,17-2131.00,Materials Engineers
3,17-3027.00,Mechanical Engineering Technologists and Technicians
3,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic"
3,15-1244.00,Network and Computer Systems Administrators
3,43-4141.00,New Accounts Clerks
3,51-8011.00,Nuclear Power Reactor Operators
3,15-2031.00,Operations Research Analysts
3,43-4151.00,Order Clerks
3,49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics
3,51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders"
3,25-1126.00,"Philosophy and Religion Teachers, Postsecondary"
3,51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic"
3,19-4012.01,Precision Agriculture Technicians
3,43-5061.00,"Production, Planning, and Expediting Clerks"
3,49-3043.00,Rail Car Repairers
3,11-2022.00,Sales Managers
3,27-1027.00,Set and Exhibit Designers
3,51-6041.00,Shoe and Leather Workers and Repairers
3,15-2041.00,Statisticians
3,11-3071.04,Supply Chain Managers
3,53-7121.00,"Tank Car, Truck, and Ship Loaders"
3,49-9081.00,Wind Turbine Service Technicians
2,25-4011.00,Archivists
2,15-2041.01,Biostatisticians
2,13-1021.00,"Buyers and Purchasing Agents, Farm Products"
2,51-2021.00,"Coil Winders, Tapers, and Finishers"
2,13-1051.00,Cost Estimators
2,27-1012.00,Craft Artists
2,53-7021.00,Crane and Tower Operators
2,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
2,27-4032.00,Film and Video Editors
2,53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand"
2,51-7021.00,Furniture Finishers
2,19-4043.00,"Geological Technicians, Except Hydrologic Technicians"
2,19-2041.03,Industrial Ecologists
2,53-7051.00,Industrial Truck and Tractor Operators
2,47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall"
2,25-1082.00,"Library Science Teachers, Postsecondary"
2,53-7063.00,Machine Feeders and Offbearers
2,13-1111.00,Management Analysts
2,11-2021.00,Marketing Managers
2,15-2021.00,Mathematicians
2,27-1026.00,Merchandise Displayers and Window Trimmers
2,51-4051.00,Metal-Refining Furnace Operators and Tenders
2,41-9012.00,Models
2,39-3021.00,Motion Picture Projectionists
2,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
2,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers"
2,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products"
2,47-2231.00,Solar Photovoltaic Installers
2,47-2152.04,Solar Thermal Installers and Technicians
2,51-9195.03,"Stone Cutters and Carvers, Manufacturing"
2,51-6052.00,"Tailors, Dressmakers, and Custom Sewers"
2,39-7011.00,Tour Guides and Escorts
2,13-1151.00,Training and Development Specialists
2,11-3031.01,Treasurers and Controllers
2,51-6093.00,Upholsterers
2,19-3051.00,Urban and Regional Planners
2,11-9199.09,Wind Energy Operations Managers
1,13-2011.00,Accountants and Auditors
1,11-2011.00,Advertising and Promotions Managers
1,13-2023.00,Appraisers and Assessors of Real Estate
1,17-1011.00,"Architects, Except Landscape and Naval"
1,19-2021.00,Atmospheric and Space Scientists
1,49-3022.00,Automotive Glass Installers and Repairers
1,43-4011.00,Brokerage Clerks
1,13-1199.04,Business Continuity Planners
1,11-1011.03,Chief Sustainability Officers
1,11-3111.00,Compensation and Benefits Managers
1,11-3021.00,Computer and Information Systems Managers
1,17-2061.00,Computer Hardware Engineers
1,51-9161.00,Computer Numerically Controlled Tool Operators
1,51-9162.00,Computer Numerically Controlled Tool Programmers
1,47-2061.00,Construction Laborers
1,51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
1,13-1041.08,Customs Brokers
1,51-9031.00,"Cutters and Trimmers, Hand"
1,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
1,15-1243.00,Database Architects
1,43-9031.00,Desktop Publishers
1,53-7031.00,Dredge Operators
1,17-3012.00,Electrical and Electronics Drafters
1,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment"
1,17-2071.00,Electrical Engineers
1,51-6092.00,Fabric and Apparel Patternmakers
1,45-4021.00,Fallers
1,13-1074.00,Farm Labor Contractors
1,45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse"
1,47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers
1,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers
1,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic"
1,43-5011.01,Freight Forwarders
1,51-9198.00,Helpers--Production Workers
1,19-3032.00,Industrial-Organizational Psychologists
1,15-1212.00,Information Security Analysts
1,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers"
1,13-2053.00,Insurance Underwriters
1,23-1012.00,Judicial Law Clerks
1,13-1075.00,Labor Relations Specialists
1,17-1012.00,Landscape Architects
1,45-4023.00,Log Graders and Scalers
1,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service"
1,49-9095.00,Manufactured Building and Mobile Home Installers
1,19-2032.00,Materials Scientists
1,17-2199.05,Mechatronics Engineers
1,27-2012.05,Media Technical Directors/Managers
1,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
1,17-2161.00,Nuclear Engineers
1,51-9123.00,"Painting, Coating, and Decorating Workers"
1,23-2011.00,Paralegals and Legal Assistants
1,51-4062.00,"Patternmakers, Metal and Plastic"
1,13-2052.00,Personal Financial Advisors
1,17-2199.07,Photonics Engineers
1,51-8012.00,Power Distributors and Dispatchers
1,27-2012.00,Producers and Directors
1,11-3061.00,Purchasing Managers
1,13-1041.07,Regulatory Affairs Specialists
1,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"
1,51-6051.00,"Sewers, Hand"
1,51-6042.00,Shoe Machine Operators and Tenders
1,23-2093.00,"Title Examiners, Abstractors, and Searchers"
1,37-3013.00,Tree Trimmers and Pruners
1,49-9064.00,Watch and Clock Repairers
1,15-1254.00,Web Developers
1,43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping"
1,51-4121.00,"Welders, Cutters, Solderers, and Brazers"
1,11-9199.10,Wind Energy Development Managers
1,17-2199.10,Wind Energy Engineers
1,51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing"
0,15-2011.00,Actuaries
0,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
0,17-2011.00,Aerospace Engineers
0,23-1022.00,"Arbitrators, Mediators, and Conciliators"
0,11-9041.00,Architectural and Engineering Managers
0,27-1011.00,Art Directors
0,19-2011.00,Astronomers
0,49-3021.00,Automotive Body and Related Repairers
0,17-2141.02,Automotive Engineers
0,49-3091.00,Bicycle Repairers
0,51-7011.00,Cabinetmakers and Bench Carpenters
0,49-9061.00,Camera and Photographic Equipment Repairers
0,17-1021.00,Cartographers and Photogrammetrists
0,19-2041.01,Climate Change Policy Analysts
0,27-1021.00,Commercial and Industrial Designers
0,15-1221.00,Computer and Information Research Scientists
0,15-1241.00,Computer Network Architects
0,15-1251.00,Computer Programmers
0,51-9193.00,Cooling and Freezing Equipment Operators and Tenders
0,13-2041.00,Credit Analysts
0,43-4041.00,"Credit Authorizers, Checkers, and Clerks"
0,15-1243.01,Data Warehousing Specialists
0,41-9011.00,Demonstrators and Product Promoters
0,47-5011.00,"Derrick Operators, Oil and Gas"
0,15-1299.03,Document Management Specialists
0,27-3041.00,Editors
0,51-2031.00,Engine and Other Machine Assemblers
0,19-3011.01,Environmental Economists
0,51-9194.00,Etchers and Engravers
0,27-1022.00,Fashion Designers
0,13-2061.00,Financial Examiners
0,13-2099.01,Financial Quantitative Analysts
0,27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators"
0,51-3092.00,Food Batchmakers
0,51-3093.00,Food Cooking Machine Operators and Tenders
0,17-2141.01,Fuel Cell Engineers
0,51-9071.06,Gem and Diamond Workers
0,27-1024.00,Graphic Designers
0,53-7041.00,Hoist and Winch Operators
0,17-3026.00,Industrial Engineering Technologists and Technicians
0,43-9041.00,Insurance Claims and Policy Processing Clerks
0,11-3031.03,Investment Fund Managers
0,51-9071.00,Jewelers and Precious Stone and Metal Workers
0,43-6012.00,Legal Secretaries and Administrative Assistants
0,45-4022.00,Logging Equipment Operators
0,13-1081.01,Logistics Engineers
0,51-4041.00,Machinists
0,13-1161.00,Market Research Analysts and Marketing Specialists
0,17-3013.00,Mechanical Drafters
0,27-2012.03,Media Programming Directors
0,13-1121.00,"Meeting, Convention, and Event Planners"
0,49-3052.00,Motorcycle Mechanics
0,25-4013.00,Museum Technicians and Conservators
0,13-1199.06,Online Merchants
0,41-2022.00,Parts Salespersons
0,17-2171.00,Petroleum Engineers
0,27-3043.05,"Poets, Lyricists and Creative Writers"
0,51-9195.05,"Potters, Manufacturing"
0,51-5111.00,Prepress Technicians and Workers
0,51-5113.00,Print Binding and Finishing Workers
0,51-5112.00,Printing Press Operators
0,43-9081.00,Proofreaders and Copy Markers
0,53-7072.00,"Pump Operators, Except Wellhead Pumpers"
0,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products"
0,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers"
0,19-2099.01,Remote Sensing Scientists and Technologists
0,19-4099.03,Remote Sensing Technicians
0,17-2199.08,Robotics Engineers
0,41-9031.00,Sales Engineers
0,13-1161.01,Search Marketing Strategists
0,51-9141.00,Semiconductor Processing Technicians
0,51-6031.00,Sewing Machine Operators
0,19-4061.00,Social Science Research Assistants
0,15-1253.00,Software Quality Assurance Analysts and Testers
0,27-1014.00,Special Effects Artists and Animators
0,19-3022.00,Survey Researchers
0,27-3042.00,Technical Writers
0,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders
0,51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders"
0,51-4111.00,Tool and Die Makers
0,51-4194.00,"Tool Grinders, Filers, and Sharpeners"
0,53-6041.00,Traffic Technicians
0,19-3099.01,Transportation Planners
0,41-3041.00,Travel Agents
0,15-1255.01,Video Game Designers
0,15-1299.01,Web Administrators
0,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders"
Not available,47-5051.00,"Rock Splitters, Quarry"
Not available,51-2061.00,Timing Device Assemblers and Adjusters
