Importance,Level,Code,Occupation
39,34,11-9121.00,Natural Sciences Managers
39,33,47-3012.00,Helpers--Carpenters
39,33,31-9094.00,Medical Transcriptionists
39,33,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
39,33,13-2081.00,"Tax Examiners and Collectors, and Revenue Agents"
39,32,49-3023.02,Automotive Specialty Technicians
39,32,45-1011.05,First-Line Supervisors of Logging Workers
39,31,45-2021.00,Animal Breeders
39,31,53-7071.00,Gas Compressor and Gas Pumping Station Operators
39,30,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
39,30,43-5041.00,"Meter Readers, Utilities"
39,30,47-2152.02,Plumbers
39,26,41-9091.00,"Door-To-Door Sales Workers, News and Street Vendors, and Related Workers"
39,26,47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall"
39,25,51-2031.00,Engine and Other Machine Assemblers
38,57,53-5022.00,Motorboat Operators
38,43,11-3071.03,Logistics Managers
38,41,53-4011.00,Locomotive Engineers
38,39,51-4193.00,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic"
38,37,45-2011.00,Agricultural Inspectors
38,37,11-2022.00,Sales Managers
38,36,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
38,36,41-9021.00,Real Estate Brokers
38,36,51-4111.00,Tool and Die Makers
38,35,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment"
38,33,15-1151.00,Computer User Support Specialists
38,33,51-5113.00,Print Binding and Finishing Workers
38,32,47-2081.00,Drywall and Ceiling Tile Installers
38,32,37-2021.00,Pest Control Workers
38,32,43-5051.00,Postal Service Clerks
38,31,47-2072.00,Pile-Driver Operators
38,31,47-2221.00,Structural Iron and Steel Workers
38,29,35-2013.00,"Cooks, Private Household"
38,29,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers"
38,29,13-2082.00,Tax Preparers
38,29,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders"
38,28,49-3021.00,Automotive Body and Related Repairers
38,28,43-4031.03,License Clerks
38,28,43-5071.00,"Shipping, Receiving, and Traffic Clerks"
37,43,53-2022.00,Airfield Operations Specialists
37,43,13-1111.00,Management Analysts
37,41,11-9141.00,"Property, Real Estate, and Community Association Managers"
37,40,51-8092.00,Gas Plant Operators
37,40,11-9121.02,Water Resource Specialists
37,39,13-1041.03,Equal Opportunity Representatives and Officers
37,38,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products"
37,37,51-2022.00,Electrical and Electronic Equipment Assemblers
37,36,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary"
37,35,41-3031.02,"Sales Agents, Financial Services"
37,34,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic"
37,34,43-3061.00,Procurement Clerks
37,33,53-3031.00,Driver/Sales Workers
37,33,47-2053.00,Terrazzo Workers and Finishers
37,31,23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers"
37,30,25-1032.00,"Engineering Teachers, Postsecondary"
37,30,49-3041.00,Farm Equipment Mechanics and Service Technicians
37,28,25-9011.00,Audio-Visual and Multimedia Collections Specialists
37,28,27-1014.00,Multimedia Artists and Animators
37,26,43-6012.00,Legal Secretaries
37,25,17-3012.02,Electrical Drafters
36,41,11-2031.00,Public Relations and Fundraising Managers
36,40,11-9013.03,Aquacultural Managers
36,37,47-2021.00,Brickmasons and Blockmasons
36,36,13-2011.01,Accountants
36,36,17-3029.09,Manufacturing Production Technicians
36,35,13-2011.02,Auditors
36,35,47-2171.00,Reinforcing Iron and Rebar Workers
36,34,47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles"
36,34,53-7063.00,Machine Feeders and Offbearers
36,33,17-2112.01,Human Factors Engineers and Ergonomists
36,32,47-5011.00,"Derrick Operators, Oil and Gas"
36,32,51-9022.00,"Grinding and Polishing Workers, Hand"
36,32,11-2021.00,Marketing Managers
36,32,51-9122.00,"Painters, Transportation Equipment"
36,30,47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons"
36,30,27-1025.00,Interior Designers
36,29,27-2031.00,Dancers
36,29,41-9031.00,Sales Engineers
36,27,51-6092.00,Fabric and Apparel Patternmakers
36,21,45-2041.00,"Graders and Sorters, Agricultural Products"
36,19,43-9031.00,Desktop Publishers
35,41,45-4021.00,Fallers
35,41,17-2199.08,Robotics Engineers
35,38,53-2011.00,"Airline Pilots, Copilots, and Flight Engineers"
35,38,13-1199.02,Security Management Specialists
35,38,25-1067.00,"Sociology Teachers, Postsecondary"
35,37,25-4012.00,Curators
35,35,17-2199.01,Biochemical Engineers
35,35,17-3029.04,Electronics Engineering Technologists
35,35,49-9094.00,Locksmiths and Safe Repairers
35,34,17-2081.00,Environmental Engineers
35,34,53-7072.00,"Pump Operators, Except Wellhead Pumpers"
35,33,11-3021.00,Computer and Information Systems Managers
35,33,29-2011.03,Histotechnologists and Histologic Technicians
35,33,45-4023.00,Log Graders and Scalers
35,33,41-3041.00,Travel Agents
35,31,43-9021.00,Data Entry Keyers
35,31,51-9199.01,Recycling and Reclamation Workers
35,30,19-2031.00,Chemists
35,29,51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers"
35,28,51-4194.00,"Tool Grinders, Filers, and Sharpeners"
35,27,27-2011.00,Actors
35,27,43-4031.01,Court Clerks
35,27,43-4141.00,New Accounts Clerks
35,27,51-6093.00,Upholsterers
35,26,27-2012.05,Technical Directors/Managers
35,26,51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders"
34,44,11-3051.03,Biofuels Production Managers
34,41,17-3029.06,Manufacturing Engineering Technologists
34,40,19-3091.01,Anthropologists
34,38,51-8012.00,Power Distributors and Dispatchers
34,37,27-4012.00,Broadcast Technicians
34,36,17-2199.04,Manufacturing Engineers
34,36,53-4021.00,"Railroad Brake, Signal, and Switch Operators"
34,35,51-7032.00,"Patternmakers, Wood"
34,34,51-9191.00,Adhesive Bonding Machine Operators and Tenders
34,34,27-4011.00,Audio and Video Equipment Technicians
34,34,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment"
34,34,17-2112.00,Industrial Engineers
34,34,17-2051.01,Transportation Engineers
34,33,19-4092.00,Forensic Science Technicians
34,32,41-3011.00,Advertising Sales Agents
34,32,13-1199.06,Online Merchants
34,32,23-2011.00,Paralegals and Legal Assistants
34,32,47-4099.02,Solar Thermal Installers and Technicians
34,31,43-5011.00,Cargo and Freight Agents
34,31,51-6042.00,Shoe Machine Operators and Tenders
34,31,47-2082.00,Tapers
34,30,47-2061.00,Construction Laborers
34,29,11-2011.00,Advertising and Promotions Managers
34,29,17-3025.00,Environmental Engineering Technicians
34,29,47-2121.00,Glaziers
34,28,43-4131.00,Loan Interviewers and Clerks
34,27,51-2023.00,Electromechanical Equipment Assemblers
34,27,43-9071.00,"Office Machine Operators, Except Computer"
34,26,43-9111.00,Statistical Assistants
34,20,43-4041.02,Credit Checkers
33,37,17-2021.00,Agricultural Engineers
33,36,11-3031.02,"Financial Managers, Branch or Department"
33,36,19-1031.02,Range Managers
33,36,13-2099.02,Risk Management Specialists
33,35,25-1063.00,"Economics Teachers, Postsecondary"
33,34,49-2021.01,Radio Mechanics
33,33,17-1011.00,"Architects, Except Landscape and Naval"
33,33,27-4014.00,Sound Engineering Technicians
33,33,27-2023.00,"Umpires, Referees, and Other Sports Officials"
33,33,19-1023.00,Zoologists and Wildlife Biologists
33,32,51-4011.00,"Computer-Controlled Machine Tool Operators, Metal and Plastic"
33,32,15-1141.00,Database Administrators
33,32,53-1021.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand"
33,32,17-1012.00,Landscape Architects
33,32,19-1031.01,Soil and Water Conservationists
33,30,43-3011.00,Bill and Account Collectors
33,30,17-3024.00,Electro-Mechanical Technicians
33,30,51-9151.00,Photographic Process Workers and Processing Machine Operators
33,28,13-2031.00,Budget Analysts
33,26,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners
33,25,29-2011.01,Cytogenetic Technologists
33,20,17-2121.02,Marine Architects
32,39,25-1065.00,"Political Science Teachers, Postsecondary"
32,38,19-3041.00,Sociologists
32,37,19-1011.00,Animal Scientists
32,35,17-3029.02,Electrical Engineering Technologists
32,35,19-3051.00,Urban and Regional Planners
32,33,13-1021.00,"Buyers and Purchasing Agents, Farm Products"
32,30,45-1011.06,First-Line Supervisors of Aquacultural Workers
32,29,19-4099.01,Quality Control Analysts
32,28,15-1199.02,Computer Systems Engineers/Architects
32,26,27-1023.00,Floral Designers
32,25,19-1022.00,Microbiologists
32,25,51-6031.00,Sewing Machine Operators
32,24,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
32,24,51-4061.00,"Model Makers, Metal and Plastic"
32,20,51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders"
32,Not available,15-1132.00,"Software Developers, Applications"
31,38,45-3011.00,Fishers and Related Fishing Workers
31,36,17-2121.01,Marine Engineers
31,36,17-2199.06,Microsystems Engineers
31,35,17-2051.00,Civil Engineers
31,35,11-9199.04,Supply Chain Managers
31,34,11-9021.00,Construction Managers
31,33,25-1082.00,"Library Science Teachers, Postsecondary"
31,32,53-7021.00,Crane and Tower Operators
31,31,19-1020.01,Biologists
31,31,11-1011.03,Chief Sustainability Officers
31,31,13-1199.01,Energy Auditors
31,31,17-3027.00,Mechanical Engineering Technicians
31,31,15-1143.01,Telecommunications Engineering Specialists
31,30,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products"
31,30,51-2041.00,Structural Metal Fabricators and Fitters
31,29,43-5081.04,"Order Fillers, Wholesale and Retail Sales"
31,29,17-3031.01,Surveying Technicians
31,27,47-2031.01,Construction Carpenters
31,26,49-9043.00,"Maintenance Workers, Machinery"
31,26,51-4121.07,Solderers and Brazers
31,26,47-2022.00,Stonemasons
31,25,53-7031.00,Dredge Operators
31,23,27-1011.00,Art Directors
30,34,17-3011.01,Architectural Drafters
30,34,11-1011.00,Chief Executives
30,33,53-2021.00,Air Traffic Controllers
30,33,15-1111.00,Computer and Information Research Scientists
30,33,17-3029.12,Nanotechnology Engineering Technicians
30,33,19-1013.00,Soil and Plant Scientists
30,31,17-3029.01,Non-Destructive Testing Specialists
30,31,47-2152.01,Pipe Fitters and Steamfitters
30,31,51-5112.00,Printing Press Operators
30,30,53-5021.03,"Pilots, Ship"
30,29,13-1199.03,Customs Brokers
30,29,19-4099.02,Precision Agriculture Technicians
30,29,17-2072.01,Radio Frequency Identification Device Specialists
30,28,51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders"
30,26,47-4011.00,Construction and Building Inspectors
30,26,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
30,26,17-3023.01,Electronics Engineering Technicians
30,26,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
30,26,49-9064.00,Watch Repairers
30,25,51-4012.00,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic"
30,23,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand"
30,22,47-2142.00,Paperhangers
30,19,43-5081.03,"Stock Clerks- Stockroom, Warehouse, or Storage Yard"
29,35,17-2031.00,Biomedical Engineers
29,34,11-9199.11,Brownfield Redevelopment Specialists and Site Managers
29,32,13-1199.04,Business Continuity Planners
29,32,17-3026.00,Industrial Engineering Technicians
29,32,17-2199.11,Solar Energy Systems Engineers
29,31,17-3029.03,Electromechanical Engineering Technologists
29,30,19-1029.01,Bioinformatics Scientists
29,30,33-3021.06,Intelligence Analysts
29,30,19-4051.01,Nuclear Equipment Operation Technicians
29,30,27-4021.00,Photographers
29,29,17-3021.00,Aerospace Engineering and Operations Technicians
29,29,13-1141.00,"Compensation, Benefits, and Job Analysis Specialists"
29,29,39-1011.00,Gaming Supervisors
29,29,17-2081.01,Water/Wastewater Engineers
29,28,51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood"
29,27,15-1131.00,Computer Programmers
29,26,53-6051.08,Freight and Cargo Inspectors
29,25,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks"
29,25,19-3093.00,Historians
29,24,13-1081.01,Logistics Engineers
29,24,17-3029.07,Mechanical Engineering Technologists
29,20,49-9093.00,"Fabric Menders, Except Garment"
29,20,51-2093.00,Timing Device Assemblers and Adjusters
28,35,17-2141.02,Automotive Engineers
28,34,17-2141.01,Fuel Cell Engineers
28,33,17-2199.09,Nanosystems Engineers
28,31,17-3012.01,Electronic Drafters
28,31,53-4012.00,Locomotive Firers
28,31,27-3011.00,Radio and Television Announcers
28,30,25-4011.00,Archivists
28,30,49-9041.00,Industrial Machinery Mechanics
28,30,41-4011.07,Solar Sales Representatives and Assessors
28,29,27-3021.00,Broadcast News Analysts
28,29,17-1022.01,Geodetic Surveyors
28,29,13-1081.02,Logistics Analysts
28,28,27-1022.00,Fashion Designers
28,27,17-1021.00,Cartographers and Photogrammetrists
28,27,17-3022.00,Civil Engineering Technicians
28,27,51-9071.01,Jewelers
28,26,49-3051.00,Motorboat Mechanics and Service Technicians
28,26,19-2012.00,Physicists
28,26,27-4013.00,Radio Operators
28,25,53-7061.00,Cleaners of Vehicles and Equipment
28,25,51-4041.00,Machinists
28,23,51-9081.00,Dental Laboratory Technicians
28,22,13-1041.04,Government Property Inspectors and Investigators
28,22,51-3023.00,Slaughterers and Meat Packers
28,21,27-3043.04,Copy Writers
28,21,45-2092.02,"Farmworkers and Laborers, Crop"
28,19,51-5111.00,Prepress Technicians and Workers
28,Not available,51-6041.00,Shoe and Leather Workers and Repairers
27,35,27-1027.00,Set and Exhibit Designers
27,33,19-4091.00,"Environmental Science and Protection Technicians, Including Health"
27,31,17-2199.10,Wind Energy Engineers
27,30,19-3091.02,Archeologists
27,29,17-3029.08,Photonics Technicians
27,27,51-7011.00,Cabinetmakers and Bench Carpenters
27,27,17-3013.00,Mechanical Drafters
27,27,17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers"
27,27,19-3094.00,Political Scientists
27,26,17-3027.01,Automotive Engineering Technicians
27,26,43-9011.00,Computer Operators
27,25,49-9031.00,Home Appliance Repairers
27,24,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products"
27,24,27-3042.00,Technical Writers
27,21,43-9041.02,Insurance Policy Processing Clerks
27,21,51-2092.00,Team Assemblers
26,33,19-2042.00,"Geoscientists, Except Hydrologists and Geographers"
26,31,13-1081.00,Logisticians
26,31,11-3031.01,Treasurers and Controllers
26,29,15-2041.02,Clinical Data Managers
26,29,41-3021.00,Insurance Sales Agents
26,27,17-2041.00,Chemical Engineers
26,27,15-1143.00,Computer Network Architects
26,27,17-2199.03,Energy Engineers
26,27,27-3012.00,Public Address System and Other Announcers
26,26,35-2011.00,"Cooks, Fast Food"
26,26,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic"
26,25,17-2141.00,Mechanical Engineers
26,25,19-1029.02,Molecular and Cellular Biologists
26,24,51-7031.00,"Model Makers, Wood"
26,23,43-4011.00,Brokerage Clerks
26,23,45-2092.01,Nursery Workers
26,23,51-9197.00,Tire Builders
26,22,41-9041.00,Telemarketers
26,21,51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing"
25,31,17-2199.07,Photonics Engineers
25,30,11-9041.00,Architectural and Engineering Managers
25,28,17-2061.00,Computer Hardware Engineers
25,28,17-2111.02,Fire-Prevention and Protection Engineers
25,28,15-1199.05,Geographic Information Systems Technicians
25,27,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
25,27,41-3031.01,"Sales Agents, Securities and Commodities"
25,26,13-2061.00,Financial Examiners
25,25,19-2041.02,Environmental Restoration Planners
25,25,19-2041.03,Industrial Ecologists
25,23,51-9195.05,"Potters, Manufacturing"
25,23,17-3024.01,Robotics Technicians
25,23,49-2098.00,Security and Fire Alarm Systems Installers
24,32,11-9199.10,Wind Energy Project Managers
24,30,15-1199.01,Software Quality Assurance Engineers and Testers
24,30,17-1022.00,Surveyors
24,29,19-2021.00,Atmospheric and Space Scientists
24,29,13-2071.01,Loan Counselors
24,29,51-8011.00,Nuclear Power Reactor Operators
24,27,19-2041.00,"Environmental Scientists and Specialists, Including Health"
24,27,19-2032.00,Materials Scientists
24,26,25-4013.00,Museum Technicians and Conservators
24,24,49-9096.00,Riggers
24,23,13-2021.02,"Appraisers, Real Estate"
24,23,13-2041.00,Credit Analysts
24,23,19-4041.01,Geophysical Data Technicians
24,23,19-3099.01,Transportation Planners
24,22,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
23,36,27-2012.04,Talent Directors
23,29,19-4041.02,Geological Sample Test Technicians
23,27,19-2043.00,Hydrologists
23,25,19-1021.00,Biochemists and Biophysicists
23,25,15-1199.12,Document Management Specialists
23,25,13-1041.01,Environmental Compliance Inspectors
23,25,13-2099.04,"Fraud Examiners, Investigators and Analysts"
23,25,25-9031.01,Instructional Designers and Technologists
23,25,41-3031.03,Securities and Commodities Traders
23,24,43-9111.01,Bioinformatics Technicians
23,23,15-1121.00,Computer Systems Analysts
23,22,47-2041.00,Carpet Installers
23,22,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers"
23,21,49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers"
23,21,49-9063.00,Musical Instrument Repairers and Tuners
23,21,33-9021.00,Private Detectives and Investigators
23,20,41-3099.01,Energy Brokers
23,20,15-2031.00,Operations Research Analysts
23,20,15-1199.11,Video Game Designers
23,19,27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators"
23,19,15-1134.00,Web Developers
22,27,11-9199.01,Regulatory Affairs Managers
22,27,19-4061.00,Social Science Research Assistants
22,27,53-6041.00,Traffic Technicians
22,26,11-3051.01,Quality Control Systems Managers
22,25,19-2041.01,Climate Change Analysts
22,25,19-1012.00,Food Scientists and Technologists
22,25,17-2131.00,Materials Engineers
22,24,19-3092.00,Geographers
22,23,15-1199.04,Geospatial Information Scientists and Technologists
22,23,53-7033.00,"Loading Machine Operators, Underground Mining"
22,23,19-2099.01,Remote Sensing Scientists and Technologists
22,23,15-2041.00,Statisticians
22,22,27-3041.00,Editors
22,22,43-5052.00,Postal Service Mail Carriers
22,21,39-3021.00,Motion Picture Projectionists
22,21,27-2041.04,Music Composers and Arrangers
22,20,51-8091.00,Chemical Plant and System Operators
22,20,23-1012.00,Judicial Law Clerks
22,19,51-9071.06,Gem and Diamond Workers
22,14,51-9195.04,"Glass Blowers, Molders, Benders, and Finishers"
22,Not available,51-9121.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders"
21,27,19-1041.00,Epidemiologists
21,25,45-1011.08,First-Line Supervisors of Animal Husbandry and Animal Care Workers
21,24,13-1041.07,Regulatory Affairs Specialists
21,23,13-1199.05,Sustainability Specialists
21,22,15-1133.00,"Software Developers, Systems Software"
21,21,15-1199.07,Data Warehousing Specialists
21,21,17-2072.00,"Electronics Engineers, Except Computer"
21,20,11-9199.03,Investment Fund Managers
21,19,43-4111.00,"Interviewers, Except Eligibility and Loan"
21,16,27-4032.00,Film and Video Editors
20,25,15-2021.00,Mathematicians
20,24,17-2161.00,Nuclear Engineers
20,23,17-2011.00,Aerospace Engineers
20,21,51-6051.00,"Sewers, Hand"
20,21,15-1199.03,Web Administrators
20,20,13-1051.00,Cost Estimators
20,19,19-4021.00,Biological Technicians
20,19,27-1021.00,Commercial and Industrial Designers
20,19,19-4099.03,Remote Sensing Technicians
20,19,17-2199.02,Validation Engineers
20,14,49-9061.00,Camera and Photographic Equipment Repairers
19,23,49-3052.00,Motorcycle Mechanics
19,22,17-2199.05,Mechatronics Engineers
19,22,27-2012.01,Producers
19,21,15-1199.06,Database Architects
19,21,47-2043.00,Floor Sanders and Finishers
19,21,17-3029.11,Nanotechnology Engineering Technologists
19,21,27-3022.00,Reporters and Correspondents
19,20,13-2099.01,Financial Quantitative Analysts
19,20,27-1024.00,Graphic Designers
19,18,13-2053.00,Insurance Underwriters
19,13,51-9071.07,Precious Metal Workers
19,Not available,23-2093.00,"Title Examiners, Abstractors, and Searchers"
18,17,17-2171.00,Petroleum Engineers
17,20,15-1199.08,Business Intelligence Analysts
17,17,15-2011.00,Actuaries
17,17,51-4062.00,"Patternmakers, Metal and Plastic"
17,17,19-3022.00,Survey Researchers
17,15,27-1012.00,Craft Artists
16,18,15-2041.01,Biostatisticians
16,17,17-3011.02,Civil Drafters
16,17,13-1161.00,Market Research Analysts and Marketing Specialists
16,16,15-1122.00,Information Security Analysts
16,15,17-3031.02,Mapping Technicians
15,20,19-2011.00,Astronomers
15,15,47-2044.00,Tile and Marble Setters
15,14,15-1199.10,Search Marketing Strategists
14,14,19-4061.01,City and Regional Planning Aides
14,11,23-2091.00,Court Reporters
13,17,15-2091.00,Mathematical Technicians
13,14,19-3011.01,Environmental Economists
12,16,49-3022.00,Automotive Glass Installers and Repairers
12,14,43-9081.00,Proofreaders and Copy Markers
12,12,19-3011.00,Economists
11,10,45-3021.00,Hunters and Trappers
10,13,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation"
10,Not available,13-2051.00,Financial Analysts
7,Not available,41-9012.00,Models
6,Not relevant,27-3043.05,"Poets, Lyricists and Creative Writers"
