Context,Code,Occupation
85,37-2021.00,Pest Control Workers
85,25-1054.00,"Physics Teachers, Postsecondary"
85,29-1069.09,Preventive Medicine Physicians
85,27-3012.00,Public Address System and Other Announcers
85,49-9096.00,Riggers
85,53-5011.00,Sailors and Marine Oilers
85,19-3031.01,School Psychologists
85,27-1027.00,Set and Exhibit Designers
85,27-2042.01,Singers
85,47-1011.03,Solar Energy Installation Managers
85,47-2022.00,Stonemasons
85,11-3071.02,Storage and Distribution Managers
85,47-2221.00,Structural Iron and Steel Workers
85,15-1143.01,Telecommunications Engineering Specialists
85,17-2081.01,Water/Wastewater Engineers
85,47-4099.03,Weatherization Installers and Technicians
84,19-4011.01,Agricultural Technicians
84,19-1011.00,Animal Scientists
84,17-1011.00,"Architects, Except Landscape and Naval"
84,19-1020.01,Biologists
84,51-8099.03,Biomass Plant Technicians
84,51-8091.00,Chemical Plant and System Operators
84,47-2031.01,Construction Carpenters
84,17-3029.03,Electromechanical Engineering Technologists
84,13-1199.01,Energy Auditors
84,17-2199.03,Energy Engineers
84,17-2081.00,Environmental Engineers
84,47-4031.00,Fence Erectors
84,39-9031.00,Fitness Trainers and Aerobics Instructors
84,33-1021.02,Forest Fire Fighting and Prevention Supervisors
84,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary"
84,25-1064.00,"Geography Teachers, Postsecondary"
84,49-9021.01,Heating and Air Conditioning Mechanics and Installers
84,47-3012.00,Helpers--Carpenters
84,49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers"
84,31-1011.00,Home Health Aides
84,17-2112.00,Industrial Engineers
84,43-9041.01,Insurance Claims Clerks
84,25-1082.00,"Library Science Teachers, Postsecondary"
84,13-1081.01,Logistics Engineers
84,47-2141.00,"Painters, Construction and Maintenance"
84,17-2199.07,Photonics Engineers
84,31-1013.00,Psychiatric Aides
84,25-1066.00,"Psychology Teachers, Postsecondary"
84,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products"
84,17-2072.01,Radio Frequency Identification Device Specialists
84,53-4021.00,"Railroad Brake, Signal, and Switch Operators"
84,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"
84,47-5012.00,"Rotary Drill Operators, Oil and Gas"
84,13-1199.02,Security Management Specialists
83,25-2059.01,Adapted Physical Education Specialists
83,11-9013.03,Aquacultural Managers
83,13-2021.01,Assessors
83,27-2021.00,Athletes and Sports Competitors
83,11-9199.11,Brownfield Redevelopment Specialists and Site Managers
83,47-2041.00,Carpet Installers
83,25-1052.00,"Chemistry Teachers, Postsecondary"
83,25-4012.00,Curators
83,17-3024.00,Electro-Mechanical Technicians
83,41-3099.01,Energy Brokers
83,13-2051.00,Financial Analysts
83,13-2061.00,Financial Examiners
83,45-1011.06,First-Line Supervisors of Aquacultural Workers
83,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic"
83,39-4021.00,Funeral Attendants
83,47-3013.00,Helpers--Electricians
83,47-5081.00,Helpers--Extraction Workers
83,49-9041.00,Industrial Machinery Mechanics
83,17-2111.01,Industrial Safety and Health Engineers
83,15-1122.00,Information Security Analysts
83,13-1081.02,Logistics Analysts
83,49-9071.00,"Maintenance and Repair Workers, General"
83,17-2121.02,Marine Architects
83,25-1022.00,"Mathematical Science Teachers, Postsecondary"
83,49-9044.00,Millwrights
83,49-3051.00,Motorboat Mechanics and Service Technicians
83,19-4051.01,Nuclear Equipment Operation Technicians
83,43-5081.04,"Order Fillers, Wholesale and Retail Sales"
83,19-1031.03,Park Naturalists
83,39-9021.00,Personal Care Aides
83,25-1126.00,"Philosophy and Religion Teachers, Postsecondary"
83,33-9021.00,Private Detectives and Investigators
83,11-9199.01,Regulatory Affairs Managers
83,21-1015.00,Rehabilitation Counselors
83,25-1113.00,"Social Work Teachers, Postsecondary"
83,19-1031.01,Soil and Water Conservationists
83,19-3051.00,Urban and Regional Planners
82,25-3011.00,Adult Basic and Secondary Education and Literacy Teachers and Instructors
82,29-1071.01,Anesthesiologist Assistants
82,25-1061.00,"Anthropology and Archeology Teachers, Postsecondary"
82,25-1031.00,"Architecture Teachers, Postsecondary"
82,25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary"
