Context,Code,Occupation
74,51-9194.00,Etchers and Engravers
74,47-2043.00,Floor Sanders and Finishers
74,49-9044.00,Millwrights
74,47-2171.00,Reinforcing Iron and Rebar Workers
74,29-2055.00,Surgical Technologists
73,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians"
73,15-2041.01,Biostatisticians
73,27-2032.00,Choreographers
73,49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers"
73,19-1042.00,"Medical Scientists, Except Epidemiologists"
73,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education"
73,25-4013.00,Museum Technicians and Conservators
73,39-9011.01,Nannies
73,19-2099.01,Remote Sensing Scientists and Technologists
73,37-3013.00,Tree Trimmers and Pruners
72,29-1291.00,Acupuncturists
72,19-2011.00,Astronomers
72,51-8099.01,Biofuels Processing Technicians
72,35-2015.00,"Cooks, Short Order"
72,27-1012.00,Craft Artists
72,29-2011.01,Cytogenetic Technologists
72,17-2072.00,"Electronics Engineers, Except Computer"
72,47-5081.00,Helpers--Extraction Workers
72,19-2032.00,Materials Scientists
72,29-1129.02,Music Therapists
72,43-5051.00,Postal Service Clerks
72,47-5071.00,"Roustabouts, Oil and Gas"
72,39-5093.00,Shampooers
72,47-2231.00,Solar Photovoltaic Installers
71,53-2021.00,Air Traffic Controllers
71,49-3023.00,Automotive Service Technicians and Mechanics
71,25-2032.00,"Career/Technical Education Teachers, Secondary School"
71,25-1032.00,"Engineering Teachers, Postsecondary"
71,25-1053.00,"Environmental Science Teachers, Postsecondary"
71,27-1022.00,Fashion Designers
71,43-3041.00,Gambling Cage Workers
71,31-1121.00,Home Health Aides
71,25-2012.00,"Kindergarten Teachers, Except Special Education"
71,39-3021.00,Motion Picture Projectionists
71,31-2012.00,Occupational Therapy Aides
71,49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics
71,51-4062.00,"Patternmakers, Metal and Plastic"
71,25-1065.00,"Political Science Teachers, Postsecondary"
