Context,Code,Occupation
87,21-1023.00,Mental Health and Substance Abuse Social Workers
87,17-2199.06,Microsystems Engineers
87,19-5011.00,Occupational Health and Safety Specialists
87,43-9061.00,"Office Clerks, General"
87,29-1229.05,Preventive Medicine Physicians
87,53-4031.00,Railroad Conductors and Yardmasters
87,39-9032.00,Recreation Workers
87,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners
87,47-1011.03,Solar Energy Installation Managers
87,27-1014.00,Special Effects Artists and Animators
87,11-3131.00,Training and Development Managers
87,11-9121.02,Water Resource Specialists
86,25-2059.01,Adapted Physical Education Specialists
86,17-3011.00,Architectural and Civil Drafters
86,33-3011.00,Bailiffs
86,51-8013.03,Biomass Plant Technicians
86,13-1199.04,Business Continuity Planners
86,17-1021.00,Cartographers and Photogrammetrists
86,17-3022.00,Civil Engineering Technologists and Technicians
86,11-9121.01,Clinical Research Coordinators
86,27-2022.00,Coaches and Scouts
86,15-1221.00,Computer and Information Research Scientists
86,29-2032.00,Diagnostic Medical Sonographers
86,29-1128.00,Exercise Physiologists
86,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
86,53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators
86,39-3012.00,Gambling and Sports Book Writers and Runners
86,25-1071.00,"Health Specialties Teachers, Postsecondary"
86,11-3051.06,Hydroelectric Production Managers
86,47-5044.00,"Loading and Moving Machine Operators, Underground Mining"
86,17-2131.00,Materials Engineers
86,29-2011.00,Medical and Clinical Laboratory Technologists
86,19-1031.03,Park Naturalists
86,29-2052.00,Pharmacy Technicians
86,29-1081.00,Podiatrists
86,17-2072.01,Radio Frequency Identification Device Specialists
86,43-4171.00,Receptionists and Information Clerks
86,13-1041.07,Regulatory Affairs Specialists
86,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks
86,17-2199.08,Robotics Engineers
86,39-5093.00,Shampooers
86,15-1241.01,Telecommunications Engineering Specialists
86,11-3071.00,"Transportation, Storage, and Distribution Managers"
86,11-3031.01,Treasurers and Controllers
86,19-3051.00,Urban and Regional Planners
86,17-2112.02,Validation Engineers
86,27-3043.00,Writers and Authors
85,17-2021.00,Agricultural Engineers
85,15-2041.01,Biostatisticians
85,51-3021.00,Butchers and Meat Cutters
85,51-9011.00,Chemical Equipment Operators and Tenders
85,17-2051.00,Civil Engineers
85,13-1041.00,Compliance Officers
85,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door"
85,19-2041.00,"Environmental Scientists and Specialists, Including Health"
85,27-1023.00,Floral Designers
85,35-2021.00,Food Preparation Workers
85,13-1131.00,Fundraisers
85,43-3041.00,Gambling Cage Workers
85,39-3011.00,Gambling Dealers
85,47-2121.00,Glaziers
85,11-9199.08,Loss Prevention Managers
85,43-6013.00,Medical Secretaries and Administrative Assistants
85,23-2011.00,Paralegals and Legal Assistants
85,51-8012.00,Power Distributors and Dispatchers
85,27-3031.00,Public Relations Specialists
85,29-1124.00,Radiation Therapists
85,25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary"
85,53-1042.01,Recycling Coordinators
85,49-9096.00,Riggers
85,47-4091.00,Segmental Pavers
85,47-2211.00,Sheet Metal Workers
85,39-5094.00,Skincare Specialists
85,47-2221.00,Structural Iron and Steel Workers
85,13-1199.05,Sustainability Specialists
85,49-3093.00,Tire Repairers and Changers
84,41-3011.00,Advertising Sales Agents
84,25-1041.00,"Agricultural Sciences Teachers, Postsecondary"
84,43-4011.00,Brokerage Clerks
84,41-2011.00,Cashiers
84,15-2051.02,Clinical Data Managers
84,17-2061.00,Computer Hardware Engineers
84,25-1021.00,"Computer Science Teachers, Postsecondary"
84,35-2014.00,"Cooks, Restaurant"
84,43-4021.00,Correspondence Clerks
84,53-7021.00,Crane and Tower Operators
84,51-2051.00,Fiberglass Laminators and Fabricators
84,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers"
84,19-4013.00,Food Science Technicians
84,35-3041.00,"Food Servers, Nonrestaurant"
84,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic"
84,51-9071.06,Gem and Diamond Workers
84,13-1041.04,Government Property Inspectors and Investigators
84,49-9041.00,Industrial Machinery Mechanics
84,43-4121.00,"Library Assistants, Clerical"
84,45-4022.00,Logging Equipment Operators
84,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service"
84,39-5091.00,"Makeup Artists, Theatrical and Performance"
84,17-2121.00,Marine Engineers and Naval Architects
84,49-9044.00,Millwrights
84,49-3052.00,Motorcycle Mechanics
84,29-2033.00,Nuclear Medicine Technologists
84,29-1122.00,Occupational Therapists
84,29-1222.00,"Physicians, Pathologists"
84,25-2011.00,"Preschool Teachers, Except Special Education"
84,49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers"
84,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators
84,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers"
84,21-1015.00,Rehabilitation Counselors
84,41-2031.00,Retail Salespersons
84,11-2022.00,Sales Managers
84,39-7012.00,Travel Guides
84,17-2051.02,Water/Wastewater Engineers
84,11-9199.10,Wind Energy Development Managers
83,17-3027.01,Automotive Engineering Technicians
83,15-2099.01,Bioinformatics Technicians
83,47-2051.00,Cement Masons and Concrete Finishers
83,15-1232.00,Computer User Support Specialists
83,25-4012.00,Curators
83,15-1243.01,Data Warehousing Specialists
83,43-4071.00,File Clerks
83,33-2021.00,Fire Inspectors and Investigators
83,19-1012.00,Food Scientists and Technologists
83,25-4022.00,Librarians and Media Collections Specialists
83,25-1082.00,"Library Science Teachers, Postsecondary"
83,13-1081.02,Logistics Analysts
83,13-1081.01,Logistics Engineers
83,49-9071.00,"Maintenance and Repair Workers, General"
83,13-1111.00,Management Analysts
83,51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers"
83,31-9093.00,Medical Equipment Preparers
