Importance,Level,Code,Occupation
74,59,49-9021.02,Refrigeration Mechanics and Installers
74,58,43-4061.00,"Eligibility Interviewers, Government Programs"
74,58,29-2052.00,Pharmacy Technicians
74,58,19-4099.01,Quality Control Analysts
74,57,29-2031.00,Cardiovascular Technologists and Technicians
74,55,39-5091.00,"Makeup Artists, Theatrical and Performance"
74,54,43-3041.00,Gaming Cage Workers
74,52,51-8099.03,Biomass Plant Technicians
74,52,51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders"
74,51,39-4031.00,"Morticians, Undertakers, and Funeral Directors"
74,50,49-3093.00,Tire Repairers and Changers
74,48,35-9021.00,Dishwashers
73,73,19-3011.00,Economists
73,71,25-1011.00,"Business Teachers, Postsecondary"
73,71,25-1192.00,"Home Economics Teachers, Postsecondary"
73,70,15-1199.07,Data Warehousing Specialists
73,70,47-5061.00,"Roof Bolters, Mining"
73,69,17-2061.00,Computer Hardware Engineers
73,69,17-2199.10,Wind Energy Engineers
73,68,17-2199.08,Robotics Engineers
73,68,31-9099.01,Speech-Language Pathology Assistants
73,67,17-3026.00,Industrial Engineering Technicians
73,66,47-2021.00,Brickmasons and Blockmasons
73,64,29-1071.01,Anesthesiologist Assistants
73,64,29-1069.02,Dermatologists
73,64,17-3013.00,Mechanical Drafters
73,64,51-9141.00,Semiconductor Processors
73,62,29-1011.00,Chiropractors
73,62,17-3031.01,Surveying Technicians
73,61,47-4011.00,Construction and Building Inspectors
73,61,13-2071.00,Credit Counselors
73,61,17-3029.09,Manufacturing Production Technicians
73,61,53-5031.00,Ship Engineers
73,60,45-4022.00,Logging Equipment Operators
73,60,53-5011.00,Sailors and Marine Oilers
73,59,49-9021.01,Heating and Air Conditioning Mechanics and Installers
73,59,29-2033.00,Nuclear Medicine Technologists
73,59,29-1123.00,Physical Therapists
73,58,39-6011.00,Baggage Porters and Bellhops
73,58,47-4021.00,Elevator Installers and Repairers
73,58,33-9093.00,Transportation Security Screeners
73,57,51-3093.00,Food Cooking Machine Operators and Tenders
73,57,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
73,56,53-7011.00,Conveyor Operators and Tenders
73,56,29-1051.00,Pharmacists
73,55,53-7111.00,Mine Shuttle Car Operators
73,52,35-3022.01,Baristas
73,50,43-5081.02,Marking Clerks
73,49,51-5112.00,Printing Press Operators
73,48,43-3011.00,Bill and Account Collectors
73,37,45-2091.00,Agricultural Equipment Operators
72,73,15-2021.00,Mathematicians
72,71,19-1029.01,Bioinformatics Scientists
72,71,15-1141.00,Database Administrators
72,71,19-2042.00,"Geoscientists, Except Hydrologists and Geographers"
72,67,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers"
72,66,23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers"
72,66,27-1024.00,Graphic Designers
72,65,21-1014.00,Mental Health Counselors
72,64,13-2052.00,Personal Financial Advisors
72,63,29-1041.00,Optometrists
72,63,15-1134.00,Web Developers
72,62,39-4021.00,Funeral Attendants
72,62,51-8013.00,Power Plant Operators
72,61,29-2011.02,Cytotechnologists
72,60,29-1127.00,Speech-Language Pathologists
72,59,47-5041.00,Continuous Mining Machine Operators
72,59,43-6012.00,Legal Secretaries
72,59,47-2211.00,Sheet Metal Workers
72,56,33-9011.00,Animal Control Workers
72,56,53-7021.00,Crane and Tower Operators
72,56,13-2072.00,Loan Officers
72,56,43-6013.00,Medical Secretaries
72,55,47-2031.01,Construction Carpenters
72,54,43-3021.02,"Billing, Cost, and Rate Clerks"
72,52,39-1011.00,Gaming Supervisors
72,52,53-5021.03,"Pilots, Ship"
72,51,35-2014.00,"Cooks, Restaurant"
72,51,35-3031.00,Waiters and Waitresses
72,50,53-3041.00,Taxi Drivers and Chauffeurs
72,49,51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers"
72,47,51-9191.00,Adhesive Bonding Machine Operators and Tenders
72,42,31-1015.00,Orderlies
71,77,25-1082.00,"Library Science Teachers, Postsecondary"
71,72,17-2131.00,Materials Engineers
71,72,41-9022.00,Real Estate Sales Agents
71,70,27-2021.00,Athletes and Sports Competitors
71,69,19-3041.00,Sociologists
71,68,25-1113.00,"Social Work Teachers, Postsecondary"
71,66,53-2012.00,Commercial Pilots
71,64,39-2011.00,Animal Trainers
71,62,29-1181.00,Audiologists
71,62,47-2181.00,Roofers
71,62,51-9197.00,Tire Builders
71,61,45-1011.06,First-Line Supervisors of Aquacultural Workers
71,61,41-1011.00,First-Line Supervisors of Retail Sales Workers
71,60,11-9061.00,Funeral Service Managers
71,60,25-4013.00,Museum Technicians and Conservators
71,58,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay"
71,58,45-4023.00,Log Graders and Scalers
71,57,43-5051.00,Postal Service Clerks
71,56,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks"
71,56,35-2021.00,Food Preparation Workers
71,56,47-2121.00,Glaziers
71,55,49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines"
71,52,35-2012.00,"Cooks, Institution and Cafeteria"
71,52,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers"
71,52,53-6041.00,Traffic Technicians
71,49,43-5041.00,"Meter Readers, Utilities"
71,49,49-9052.00,Telecommunications Line Installers and Repairers
71,48,41-2021.00,Counter and Rental Clerks
71,36,43-5081.03,"Stock Clerks- Stockroom, Warehouse, or Storage Yard"
70,73,19-3011.01,Environmental Economists
70,71,19-3092.00,Geographers
70,69,19-3031.03,Counseling Psychologists
70,69,29-1022.00,Oral and Maxillofacial Surgeons
70,67,53-2011.00,"Airline Pilots, Copilots, and Flight Engineers"
70,66,27-2041.04,Music Composers and Arrangers
70,63,47-5031.00,"Explosives Workers, Ordnance Handling Experts, and Blasters"
70,61,17-3029.08,Photonics Technicians
70,59,43-5011.00,Cargo and Freight Agents
70,58,29-2021.00,Dental Hygienists
70,57,45-1011.07,First-Line Supervisors of Agricultural Crop and Horticultural Workers
70,57,29-1023.00,Orthodontists
70,57,29-1131.00,Veterinarians
70,56,27-1011.00,Art Directors
70,56,49-3021.00,Automotive Body and Related Repairers
70,56,53-4012.00,Locomotive Firers
70,56,47-4099.03,Weatherization Installers and Technicians
70,55,51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers"
70,55,49-9099.01,Geothermal Technicians
70,55,51-4121.06,"Welders, Cutters, and Welder Fitters"
70,54,25-2012.00,"Kindergarten Teachers, Except Special Education"
70,54,51-9195.07,Molding and Casting Workers
70,54,49-9097.00,Signal and Track Switch Repairers
70,54,41-3041.00,Travel Agents
70,52,47-5021.00,"Earth Drillers, Except Oil and Gas"
70,52,43-9041.02,Insurance Policy Processing Clerks
70,52,47-2053.00,Terrazzo Workers and Finishers
70,50,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders"
70,48,47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall"
70,47,47-3012.00,Helpers--Carpenters
70,46,51-4071.00,Foundry Mold and Coremakers
70,45,41-9011.00,Demonstrators and Product Promoters
70,43,51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders"
70,41,41-2011.00,Cashiers
69,68,13-2051.00,Financial Analysts
69,68,25-1112.00,"Law Teachers, Postsecondary"
69,66,13-2099.01,Financial Quantitative Analysts
69,66,17-2199.07,Photonics Engineers
69,65,29-1067.00,Surgeons
69,63,17-3023.01,Electronics Engineering Technicians
69,61,27-3012.00,Public Address System and Other Announcers
69,61,41-3031.03,Securities and Commodities Traders
69,58,49-9041.00,Industrial Machinery Mechanics
69,57,25-3011.00,Adult Basic and Secondary Education and Literacy Teachers and Instructors
69,57,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters"
69,56,53-2031.00,Flight Attendants
69,54,49-3041.00,Farm Equipment Mechanics and Service Technicians
69,53,47-2141.00,"Painters, Construction and Maintenance"
69,50,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic"
69,49,39-5093.00,Shampooers
69,46,43-4031.03,License Clerks
69,45,43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators"
68,70,25-1065.00,"Political Science Teachers, Postsecondary"
68,69,25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary"
68,69,19-1021.00,Biochemists and Biophysicists
68,69,25-1126.00,"Philosophy and Religion Teachers, Postsecondary"
68,67,29-1069.12,Urologists
68,65,15-1142.00,Network and Computer Systems Administrators
68,64,17-2199.11,Solar Energy Systems Engineers
68,63,17-3012.01,Electronic Drafters
68,62,51-9082.00,Medical Appliance Technicians
68,60,53-3032.00,Heavy and Tractor-Trailer Truck Drivers
68,60,41-3031.01,"Sales Agents, Securities and Commodities"
68,58,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
68,58,47-3016.00,Helpers--Roofers
68,57,51-2022.00,Electrical and Electronic Equipment Assemblers
68,57,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders
68,56,21-2011.00,Clergy
68,56,51-9022.00,"Grinding and Polishing Workers, Hand"
68,55,53-3033.00,Light Truck or Delivery Services Drivers
68,53,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers
68,52,25-3021.00,Self-Enrichment Education Teachers
68,50,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic"
68,50,27-2042.01,Singers
68,48,51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders"
68,48,37-2012.00,Maids and Housekeeping Cleaners
68,44,51-8091.00,Chemical Plant and System Operators
67,74,15-2091.00,Mathematical Technicians
67,69,17-2072.00,"Electronics Engineers, Except Computer"
67,65,19-3093.00,Historians
67,63,15-1133.00,"Software Developers, Systems Software"
67,62,27-3022.00,Reporters and Correspondents
67,61,51-4111.00,Tool and Die Makers
67,58,49-3023.01,Automotive Master Mechanics
67,58,53-4021.00,"Railroad Brake, Signal, and Switch Operators"
67,57,37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation"
67,57,47-5071.00,"Roustabouts, Oil and Gas"
67,56,49-9043.00,"Maintenance Workers, Machinery"
67,56,17-3031.02,Mapping Technicians
67,55,39-4011.00,Embalmers
67,55,43-4071.00,File Clerks
67,55,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
67,54,49-3092.00,Recreational Vehicle Service Technicians
67,53,47-2041.00,Carpet Installers
67,53,47-5011.00,"Derrick Operators, Oil and Gas"
67,53,19-4041.01,Geophysical Data Technicians
67,53,51-4062.00,"Patternmakers, Metal and Plastic"
67,52,47-4031.00,Fence Erectors
67,52,47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators"
67,52,47-2072.00,Pile-Driver Operators
67,51,47-2073.00,Operating Engineers and Other Construction Equipment Operators
67,50,51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders"
67,49,51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders"
67,48,47-2051.00,Cement Masons and Concrete Finishers
67,46,51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders"
67,43,45-2092.01,Nursery Workers
67,42,39-9011.00,Childcare Workers
66,64,47-5042.00,Mine Cutting and Channeling Machine Operators
66,63,19-4099.02,Precision Agriculture Technicians
66,61,27-2042.02,"Musicians, Instrumental"
66,59,29-1064.00,Obstetricians and Gynecologists
66,58,25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
66,56,49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists
66,56,47-2132.00,"Insulation Workers, Mechanical"
66,56,13-2071.01,Loan Counselors
66,55,29-2011.03,Histotechnologists and Histologic Technicians
66,55,47-2231.00,Solar Photovoltaic Installers
66,53,29-1065.00,"Pediatricians, General"
66,53,51-5113.00,Print Binding and Finishing Workers
66,51,49-3023.02,Automotive Specialty Technicians
66,51,47-2111.00,Electricians
66,51,51-7021.00,Furniture Finishers
66,51,51-9111.00,Packaging and Filling Machine Operators and Tenders
66,50,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
66,49,43-5021.00,Couriers and Messengers
66,47,53-7031.00,Dredge Operators
66,47,45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals"
66,45,35-3021.00,"Combined Food Preparation and Serving Workers, Including Fast Food"
66,44,41-2031.00,Retail Salespersons
66,44,51-6042.00,Shoe Machine Operators and Tenders
65,74,25-1125.00,"History Teachers, Postsecondary"
65,64,19-2011.00,Astronomers
65,59,13-2082.00,Tax Preparers
65,59,39-7012.00,Travel Guides
65,57,41-9021.00,Real Estate Brokers
65,54,39-3012.00,Gaming and Sports Book Writers and Runners
65,53,43-4031.01,Court Clerks
65,52,11-9051.00,Food Service Managers
65,50,17-3011.01,Architectural Drafters
65,50,49-3043.00,Rail Car Repairers
65,47,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners
65,45,51-2031.00,Engine and Other Machine Assemblers
65,42,35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop"
65,29,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service"
64,61,51-4051.00,Metal-Refining Furnace Operators and Tenders
64,59,29-2081.00,"Opticians, Dispensing"
64,59,53-5021.01,Ship and Boat Captains
64,56,51-4041.00,Machinists
64,54,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
64,53,51-3021.00,Butchers and Meat Cutters
64,52,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
64,52,51-4052.00,"Pourers and Casters, Metal"
64,52,49-9045.00,"Refractory Materials Repairers, Except Brickmasons"
64,51,49-2097.00,Electronic Home Entertainment Equipment Installers and Repairers
64,49,51-9194.00,Etchers and Engravers
64,48,53-6011.00,Bridge and Lock Tenders
64,47,51-9195.04,"Glass Blowers, Molders, Benders, and Finishers"
64,47,53-6021.00,Parking Lot Attendants
64,43,53-7081.00,Refuse and Recyclable Material Collectors
63,62,29-2092.00,Hearing Aid Specialists
63,60,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products"
63,57,49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers"
63,55,13-1199.01,Energy Auditors
63,55,49-9094.00,Locksmiths and Safe Repairers
63,55,47-2171.00,Reinforcing Iron and Rebar Workers
63,54,41-4011.07,Solar Sales Representatives and Assessors
63,53,23-1023.00,"Judges, Magistrate Judges, and Magistrates"
63,52,51-9198.00,Helpers--Production Workers
63,50,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians"
63,50,47-2152.01,Pipe Fitters and Steamfitters
63,50,47-2161.00,Plasterers and Stucco Masons
63,49,49-9011.00,Mechanical Door Repairers
63,46,25-2011.00,"Preschool Teachers, Except Special Education"
63,42,31-9094.00,Medical Transcriptionists
63,42,25-9041.00,Teacher Assistants
62,60,51-8092.00,Gas Plant Operators
62,55,11-9013.02,Farm and Ranch Managers
62,52,29-1199.04,Naturopathic Physicians
62,50,49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles"
62,47,47-2152.02,Plumbers
62,46,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers"
62,45,51-2093.00,Timing Device Assemblers and Adjusters
62,43,43-5081.01,"Stock Clerks, Sales Floor"
62,42,43-9071.00,"Office Machine Operators, Except Computer"
62,41,35-3011.00,Bartenders
62,41,49-9093.00,"Fabric Menders, Except Garment"
62,40,51-6011.00,Laundry and Dry-Cleaning Workers
61,65,19-3094.00,Political Scientists
61,55,23-2091.00,Court Reporters
61,54,13-1199.06,Online Merchants
61,54,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation"
61,53,49-3051.00,Motorboat Mechanics and Service Technicians
61,53,49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics
61,52,39-7011.00,Tour Guides and Escorts
61,51,47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters"
61,51,37-3013.00,Tree Trimmers and Pruners
61,48,39-3011.00,Gaming Dealers
61,47,51-9081.00,Dental Laboratory Technicians
61,47,51-4194.00,"Tool Grinders, Filers, and Sharpeners"
61,43,53-6031.00,Automotive and Watercraft Service Attendants
61,41,51-9031.00,"Cutters and Trimmers, Hand"
61,39,51-7011.00,Cabinetmakers and Bench Carpenters
60,53,19-3031.02,Clinical Psychologists
60,52,49-9063.00,Musical Instrument Repairers and Tuners
60,51,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists"
60,50,47-2044.00,Tile and Marble Setters
60,49,51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood"
60,47,39-3021.00,Motion Picture Projectionists
60,47,29-1081.00,Podiatrists
60,44,43-4111.00,"Interviewers, Except Eligibility and Loan"
60,39,51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing"
59,55,49-9062.00,Medical Equipment Repairers
59,51,23-1011.00,Lawyers
59,47,35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers
59,45,51-4061.00,"Model Makers, Metal and Plastic"
59,41,49-9031.00,Home Appliance Repairers
59,34,53-6061.00,"Transportation Attendants, Except Flight Attendants"
58,61,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary"
58,55,47-3013.00,Helpers--Electricians
58,50,51-6021.00,"Pressers, Textile, Garment, and Related Materials"
58,47,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand"
58,45,41-9091.00,"Door-To-Door Sales Workers, News and Street Vendors, and Related Workers"
58,43,49-9071.00,"Maintenance and Repair Workers, General"
58,41,53-3022.00,"Bus Drivers, School or Special Client"
58,39,47-2142.00,Paperhangers
58,38,51-3011.00,Bakers
57,52,41-3021.00,Insurance Sales Agents
57,45,33-9091.00,Crossing Guards
57,44,47-2082.00,Tapers
57,42,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
57,41,53-7063.00,Machine Feeders and Offbearers
57,37,35-3041.00,"Food Servers, Nonrestaurant"
56,55,53-3031.00,Driver/Sales Workers
56,50,47-2081.00,Drywall and Ceiling Tile Installers
56,44,27-2031.00,Dancers
56,44,51-2041.00,Structural Metal Fabricators and Fitters
56,39,35-2015.00,"Cooks, Short Order"
56,37,43-9081.00,Proofreaders and Copy Markers
55,47,51-6031.00,Sewing Machine Operators
55,46,51-9151.00,Photographic Process Workers and Processing Machine Operators
55,45,51-9071.01,Jewelers
55,44,43-4011.00,Brokerage Clerks
55,43,51-3023.00,Slaughterers and Meat Packers
54,47,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers"
54,44,51-2023.00,Electromechanical Equipment Assemblers
54,41,51-7032.00,"Patternmakers, Wood"
54,36,41-9041.00,Telemarketers
54,36,39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers"
53,50,47-5051.00,"Rock Splitters, Quarry"
53,49,47-2043.00,Floor Sanders and Finishers
53,44,49-3022.00,Automotive Glass Installers and Repairers
53,44,51-6093.00,Upholsterers
53,40,51-7031.00,"Model Makers, Wood"
52,50,51-9121.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders"
52,46,25-1063.00,"Economics Teachers, Postsecondary"
52,37,49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers"
51,52,51-2021.00,"Coil Winders, Tapers, and Finishers"
51,46,13-2021.02,"Appraisers, Real Estate"
51,45,51-6052.00,"Tailors, Dressmakers, and Custom Sewers"
51,42,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
51,40,51-9083.00,Ophthalmic Laboratory Technicians
51,36,35-3022.00,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop"
51,35,53-7033.00,"Loading Machine Operators, Underground Mining"
50,44,27-4021.00,Photographers
50,42,35-2011.00,"Cooks, Fast Food"
50,42,49-3052.00,Motorcycle Mechanics
50,39,49-9096.00,Riggers
50,34,39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants"
49,46,45-4021.00,Fallers
49,41,29-1199.01,Acupuncturists
49,39,39-9031.00,Fitness Trainers and Aerobics Instructors
49,35,51-6041.00,Shoe and Leather Workers and Repairers
48,36,43-5052.00,Postal Service Mail Carriers
48,34,53-7061.00,Cleaners of Vehicles and Equipment
47,37,49-9061.00,Camera and Photographic Equipment Repairers
46,37,37-3011.00,Landscaping and Groundskeeping Workers
44,42,23-1022.00,"Arbitrators, Mediators, and Conciliators"
44,39,45-3011.00,Fishers and Related Fishing Workers
44,38,51-9071.07,Precious Metal Workers
44,33,45-2021.00,Animal Breeders
43,46,27-3043.05,"Poets, Lyricists and Creative Writers"
42,36,31-9011.00,Massage Therapists
41,38,13-1074.00,Farm Labor Contractors
41,27,51-4121.07,Solderers and Brazers
40,40,51-9195.05,"Potters, Manufacturing"
39,28,27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators"
39,Not available,45-2092.02,"Farmworkers and Laborers, Crop"
38,30,41-9012.00,Models
37,36,51-9071.06,Gem and Diamond Workers
34,29,45-3021.00,Hunters and Trappers
34,27,39-5011.00,Barbers
32,26,27-1023.00,Floral Designers
31,28,51-6051.00,"Sewers, Hand"
31,26,39-5092.00,Manicurists and Pedicurists
30,31,49-9064.00,Watch Repairers
28,27,27-1012.00,Craft Artists
28,24,35-2013.00,"Cooks, Private Household"
26,34,39-5094.00,Skincare Specialists
