Importance,Level,Code,Occupation
64,68,27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators"
64,67,19-2041.03,Industrial Ecologists
64,66,15-1199.05,Geographic Information Systems Technicians
64,66,13-1032.00,"Insurance Appraisers, Auto Damage"
64,66,15-1134.00,Web Developers
64,65,25-1042.00,"Biological Science Teachers, Postsecondary"
64,65,17-2111.03,Product Safety Engineers
64,65,19-2099.01,Remote Sensing Scientists and Technologists
64,64,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers
64,62,29-2035.00,Magnetic Resonance Imaging Technologists
64,62,31-9095.00,Pharmacy Aides
64,61,49-3091.00,Bicycle Repairers
64,61,39-7011.00,Tour Guides and Escorts
64,60,43-6013.00,Medical Secretaries
64,60,29-2081.00,"Opticians, Dispensing"
64,59,39-2021.00,Nonfarm Animal Caretakers
64,58,29-2052.00,Pharmacy Technicians
64,56,35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop"
64,55,43-4111.00,"Interviewers, Except Eligibility and Loan"
63,68,19-1022.00,Microbiologists
63,68,19-3041.00,Sociologists
63,67,45-1011.07,First-Line Supervisors of Agricultural Crop and Horticultural Workers
63,66,17-3011.02,Civil Drafters
63,66,43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping"
63,65,25-1021.00,"Computer Science Teachers, Postsecondary"
63,64,39-6011.00,Baggage Porters and Bellhops
63,64,17-2041.00,Chemical Engineers
63,64,17-2071.00,Electrical Engineers
63,63,51-2092.00,Team Assemblers
63,62,49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers"
63,62,23-2093.00,"Title Examiners, Abstractors, and Searchers"
63,61,51-4192.00,"Layout Workers, Metal and Plastic"
63,61,29-2012.00,Medical and Clinical Laboratory Technicians
63,60,15-1199.07,Data Warehousing Specialists
63,60,51-1011.00,First-Line Supervisors of Production and Operating Workers
63,60,51-7021.00,Furniture Finishers
63,60,39-3012.00,Gaming and Sports Book Writers and Runners
63,60,51-9141.00,Semiconductor Processors
63,59,49-9021.02,Refrigeration Mechanics and Installers
63,58,43-9061.00,"Office Clerks, General"
63,57,47-4031.00,Fence Erectors
63,57,51-3092.00,Food Batchmakers
63,56,51-3021.00,Butchers and Meat Cutters
63,56,43-9041.02,Insurance Policy Processing Clerks
63,55,51-3093.00,Food Cooking Machine Operators and Tenders
63,55,47-2141.00,"Painters, Construction and Maintenance"
62,67,33-3011.00,Bailiffs
62,67,25-1063.00,"Economics Teachers, Postsecondary"
62,66,17-2199.08,Robotics Engineers
62,64,27-4012.00,Broadcast Technicians
62,64,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment"
62,63,49-3023.01,Automotive Master Mechanics
62,63,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door"
62,63,17-2131.00,Materials Engineers
62,61,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary"
62,61,29-2011.03,Histotechnologists and Histologic Technicians
62,61,43-5061.00,"Production, Planning, and Expediting Clerks"
62,61,47-2231.00,Solar Photovoltaic Installers
62,60,47-4011.00,Construction and Building Inspectors
62,60,49-9044.00,Millwrights
62,60,19-4051.02,Nuclear Monitoring Technicians
62,60,47-2142.00,Paperhangers
62,60,37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation"
62,59,17-3012.02,Electrical Drafters
62,59,21-1093.00,Social and Human Service Assistants
62,58,53-2011.00,"Airline Pilots, Copilots, and Flight Engineers"
62,58,29-2011.01,Cytogenetic Technologists
62,58,19-4061.00,Social Science Research Assistants
62,57,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand"
62,57,43-5041.00,"Meter Readers, Utilities"
62,57,17-3029.12,Nanotechnology Engineering Technicians
62,56,43-3021.01,Statement Clerks
62,55,23-1012.00,Judicial Law Clerks
62,55,51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers"
62,54,35-9021.00,Dishwashers
62,54,51-8013.00,Power Plant Operators
62,49,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
62,49,53-6021.00,Parking Lot Attendants
61,69,19-3092.00,Geographers
61,67,15-1122.00,Information Security Analysts
61,65,45-1011.05,First-Line Supervisors of Logging Workers
61,64,19-3011.01,Environmental Economists
61,64,17-2199.09,Nanosystems Engineers
61,63,15-1131.00,Computer Programmers
61,63,25-1022.00,"Mathematical Science Teachers, Postsecondary"
61,62,49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles"
61,62,47-5081.00,Helpers--Extraction Workers
61,61,17-2199.11,Solar Energy Systems Engineers
61,60,53-7032.00,Excavating and Loading Machine and Dragline Operators
61,59,19-1029.02,Molecular and Cellular Biologists
61,58,17-3029.06,Manufacturing Engineering Technologists
61,57,49-3011.00,Aircraft Mechanics and Service Technicians
61,57,17-3024.01,Robotics Technicians
61,57,51-6042.00,Shoe Machine Operators and Tenders
61,57,25-9041.00,Teacher Assistants
61,56,45-2021.00,Animal Breeders
61,51,31-9094.00,Medical Transcriptionists
61,49,41-9012.00,Models
60,65,15-2041.00,Statisticians
60,64,45-1011.08,First-Line Supervisors of Animal Husbandry and Animal Care Workers
60,64,17-1022.00,Surveyors
60,63,53-3021.00,"Bus Drivers, Transit and Intercity"
60,62,43-4031.01,Court Clerks
60,62,17-2072.00,"Electronics Engineers, Except Computer"
60,62,51-6092.00,Fabric and Apparel Patternmakers
60,62,17-3026.00,Industrial Engineering Technicians
60,62,31-9093.00,Medical Equipment Preparers
60,61,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay"
60,61,49-3051.00,Motorboat Mechanics and Service Technicians
60,61,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners
60,61,47-2211.00,Sheet Metal Workers
60,60,53-3033.00,Light Truck or Delivery Services Drivers
60,59,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers"
60,58,51-8099.03,Biomass Plant Technicians
60,58,53-7011.00,Conveyor Operators and Tenders
60,58,45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals"
60,58,49-2098.00,Security and Fire Alarm Systems Installers
60,56,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
60,55,53-7073.00,Wellhead Pumpers
60,54,53-7031.00,Dredge Operators
60,53,43-5011.00,Cargo and Freight Agents
60,52,39-9011.00,Childcare Workers
60,49,47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters"
59,65,19-3011.00,Economists
59,65,45-1011.06,First-Line Supervisors of Aquacultural Workers
59,65,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers"
59,64,33-3012.00,Correctional Officers and Jailers
59,63,13-2099.01,Financial Quantitative Analysts
59,63,51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders"
59,63,49-9052.00,Telecommunications Line Installers and Repairers
59,62,13-1041.02,Licensing Examiners and Inspectors
59,62,47-2161.00,Plasterers and Stucco Masons
59,62,51-9195.05,"Potters, Manufacturing"
59,61,49-2092.00,"Electric Motor, Power Tool, and Related Repairers"
59,61,53-3032.00,Heavy and Tractor-Trailer Truck Drivers
59,61,47-2151.00,Pipelayers
59,60,13-1199.01,Energy Auditors
59,60,53-6051.08,Freight and Cargo Inspectors
59,59,15-1151.00,Computer User Support Specialists
59,59,51-2031.00,Engine and Other Machine Assemblers
59,59,29-2056.00,Veterinary Technologists and Technicians
59,58,43-5021.00,Couriers and Messengers
59,55,11-9013.02,Farm and Ranch Managers
59,55,41-9041.00,Telemarketers
59,53,51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
59,53,39-3011.00,Gaming Dealers
59,53,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators
58,71,47-2043.00,Floor Sanders and Finishers
58,64,15-1141.00,Database Administrators
58,64,49-2097.00,Electronic Home Entertainment Equipment Installers and Repairers
58,63,17-3029.11,Nanotechnology Engineering Technologists
58,62,19-3094.00,Political Scientists
58,59,47-2021.00,Brickmasons and Blockmasons
58,59,15-1199.06,Database Architects
58,58,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
58,58,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic"
58,57,29-2051.00,Dietetic Technicians
58,57,19-4092.00,Forensic Science Technicians
58,57,47-3016.00,Helpers--Roofers
58,57,39-5093.00,Shampooers
58,56,51-9193.00,Cooling and Freezing Equipment Operators and Tenders
58,55,13-2021.02,"Appraisers, Real Estate"
58,54,43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators"
58,52,45-4023.00,Log Graders and Scalers
58,47,45-2092.01,Nursery Workers
58,43,51-6011.00,Laundry and Dry-Cleaning Workers
57,66,17-3029.02,Electrical Engineering Technologists
57,62,17-3025.00,Environmental Engineering Technicians
57,62,53-6041.00,Traffic Technicians
57,61,19-4041.01,Geophysical Data Technicians
57,61,51-8011.00,Nuclear Power Reactor Operators
57,61,47-4099.03,Weatherization Installers and Technicians
57,60,51-9071.01,Jewelers
57,60,17-2161.00,Nuclear Engineers
57,60,17-2199.07,Photonics Engineers
57,60,49-3092.00,Recreational Vehicle Service Technicians
57,60,43-5071.00,"Shipping, Receiving, and Traffic Clerks"
57,59,19-4011.01,Agricultural Technicians
57,59,11-9051.00,Food Service Managers
57,58,33-9093.00,Transportation Security Screeners
57,55,51-5111.00,Prepress Technicians and Workers
57,53,51-6052.00,"Tailors, Dressmakers, and Custom Sewers"
57,52,19-4021.00,Biological Technicians
57,51,35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers
57,48,43-5081.04,"Order Fillers, Wholesale and Retail Sales"
56,68,27-4011.00,Audio and Video Equipment Technicians
56,63,15-1143.00,Computer Network Architects
56,62,47-2053.00,Terrazzo Workers and Finishers
56,61,49-9092.00,Commercial Divers
56,60,47-5031.00,"Explosives Workers, Ordnance Handling Experts, and Blasters"
56,60,49-3041.00,Farm Equipment Mechanics and Service Technicians
56,59,15-2021.00,Mathematicians
56,57,17-3023.01,Electronics Engineering Technicians
56,57,49-9043.00,"Maintenance Workers, Machinery"
56,57,47-2152.01,Pipe Fitters and Steamfitters
56,56,51-9031.00,"Cutters and Trimmers, Hand"
56,56,49-9031.00,Home Appliance Repairers
56,55,17-2061.00,Computer Hardware Engineers
56,55,51-9083.00,Ophthalmic Laboratory Technicians
56,55,47-5012.00,"Rotary Drill Operators, Oil and Gas"
56,55,53-4041.00,Subway and Streetcar Operators
56,54,43-9071.00,"Office Machine Operators, Except Computer"
56,54,51-6051.00,"Sewers, Hand"
56,53,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers"
56,52,53-6011.00,Bridge and Lock Tenders
56,52,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers
56,48,47-2031.01,Construction Carpenters
56,45,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service"
55,62,17-3027.01,Automotive Engineering Technicians
55,58,17-3031.01,Surveying Technicians
55,57,51-4011.00,"Computer-Controlled Machine Tool Operators, Metal and Plastic"
55,55,41-2021.00,Counter and Rental Clerks
55,55,47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles"
55,55,39-5092.00,Manicurists and Pedicurists
55,53,35-2014.00,"Cooks, Restaurant"
55,52,19-4041.02,Geological Sample Test Technicians
55,51,27-1012.00,Craft Artists
55,50,51-4051.00,Metal-Refining Furnace Operators and Tenders
55,49,51-9081.00,Dental Laboratory Technicians
54,60,53-4021.00,"Railroad Brake, Signal, and Switch Operators"
54,59,49-9011.00,Mechanical Door Repairers
54,57,49-9062.00,Medical Equipment Repairers
54,57,49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics
54,57,53-7072.00,"Pump Operators, Except Wellhead Pumpers"
54,56,19-1021.00,Biochemists and Biophysicists
54,56,45-4021.00,Fallers
54,56,49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers"
54,56,51-4111.00,Tool and Die Makers
54,52,53-7021.00,Crane and Tower Operators
54,52,49-9097.00,Signal and Track Switch Repairers
54,51,13-1074.00,Farm Labor Contractors
54,51,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic"
54,51,39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers"
54,50,51-2021.00,"Coil Winders, Tapers, and Finishers"
54,50,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"
54,49,51-7031.00,"Model Makers, Wood"
54,49,47-2073.00,Operating Engineers and Other Construction Equipment Operators
54,47,51-9194.00,Etchers and Engravers
53,62,43-9111.01,Bioinformatics Technicians
53,59,49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers"
53,59,47-2181.00,Roofers
53,58,49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists
53,58,51-9082.00,Medical Appliance Technicians
53,57,51-4041.00,Machinists
53,57,17-3029.08,Photonics Technicians
53,56,53-2021.00,Air Traffic Controllers
53,55,29-2011.02,Cytotechnologists
53,53,53-6031.00,Automotive and Watercraft Service Attendants
53,52,47-2221.00,Structural Iron and Steel Workers
53,52,53-3041.00,Taxi Drivers and Chauffeurs
53,50,51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders"
53,50,43-5081.03,"Stock Clerks- Stockroom, Warehouse, or Storage Yard"
53,49,51-9022.00,"Grinding and Polishing Workers, Hand"
53,48,51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders"
53,45,35-3041.00,"Food Servers, Nonrestaurant"
52,62,41-4011.07,Solar Sales Representatives and Assessors
52,60,17-2141.01,Fuel Cell Engineers
52,55,51-7032.00,"Patternmakers, Wood"
52,55,53-7121.00,"Tank Car, Truck, and Ship Loaders"
52,53,17-3013.00,Mechanical Drafters
52,52,47-2044.00,Tile and Marble Setters
52,51,51-5113.00,Print Binding and Finishing Workers
52,50,49-3023.02,Automotive Specialty Technicians
52,50,51-9195.07,Molding and Casting Workers
52,50,19-4099.01,Quality Control Analysts
52,50,47-5071.00,"Roustabouts, Oil and Gas"
52,49,27-2012.05,Technical Directors/Managers
52,49,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders
52,48,45-2041.00,"Graders and Sorters, Agricultural Products"
52,48,45-3021.00,Hunters and Trappers
52,48,53-4031.00,Railroad Conductors and Yardmasters
52,46,47-5011.00,"Derrick Operators, Oil and Gas"
52,46,51-9198.00,Helpers--Production Workers
52,44,51-2023.00,Electromechanical Equipment Assemblers
52,44,51-4061.00,"Model Makers, Metal and Plastic"
52,43,35-3022.00,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop"
51,61,17-3011.01,Architectural Drafters
51,59,17-3029.09,Manufacturing Production Technicians
51,53,51-9071.06,Gem and Diamond Workers
51,52,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic"
51,52,49-3043.00,Rail Car Repairers
51,50,53-4012.00,Locomotive Firers
51,50,19-4051.01,Nuclear Equipment Operation Technicians
51,49,51-2093.00,Timing Device Assemblers and Adjusters
51,48,47-2072.00,Pile-Driver Operators
51,46,51-9191.00,Adhesive Bonding Machine Operators and Tenders
50,57,49-9099.01,Geothermal Technicians
50,55,47-2051.00,Cement Masons and Concrete Finishers
50,54,47-2121.00,Glaziers
50,54,27-3043.05,"Poets, Lyricists and Creative Writers"
50,52,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment"
50,51,51-4121.06,"Welders, Cutters, and Welder Fitters"
50,50,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
50,49,49-3021.00,Automotive Body and Related Repairers
50,49,49-3093.00,Tire Repairers and Changers
50,48,51-2022.00,Electrical and Electronic Equipment Assemblers
50,48,51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
50,48,53-4011.00,Locomotive Engineers
50,47,17-3012.01,Electronic Drafters
50,47,51-9111.00,Packaging and Filling Machine Operators and Tenders
50,45,51-4012.00,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic"
50,43,51-6093.00,Upholsterers
50,41,51-9071.07,Precious Metal Workers
49,60,15-1142.00,Network and Computer Systems Administrators
49,57,43-9011.00,Computer Operators
49,51,51-4194.00,"Tool Grinders, Filers, and Sharpeners"
49,50,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
49,48,47-5041.00,Continuous Mining Machine Operators
49,48,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
49,47,51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"
49,46,53-3022.00,"Bus Drivers, School or Special Client"
49,45,51-4193.00,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic"
49,44,43-5052.00,Postal Service Mail Carriers
49,44,51-4052.00,"Pourers and Casters, Metal"
48,53,15-1133.00,"Software Developers, Systems Software"
48,52,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation"
48,51,47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons"
48,47,53-7063.00,Machine Feeders and Offbearers
48,45,51-4071.00,Foundry Mold and Coremakers
48,45,51-5112.00,Printing Press Operators
48,43,49-3022.00,Automotive Glass Installers and Repairers
47,58,19-2011.00,Astronomers
47,54,47-5051.00,"Rock Splitters, Quarry"
47,51,51-2041.00,Structural Metal Fabricators and Fitters
47,50,47-2041.00,Carpet Installers
47,50,47-5021.00,"Earth Drillers, Except Oil and Gas"
47,50,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers"
47,50,53-7081.00,Refuse and Recyclable Material Collectors
47,45,49-9061.00,Camera and Photographic Equipment Repairers
47,41,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders"
47,35,51-9123.00,"Painting, Coating, and Decorating Workers"
46,57,51-8092.00,Gas Plant Operators
46,54,53-5021.03,"Pilots, Ship"
46,54,49-9064.00,Watch Repairers
46,53,51-8091.00,Chemical Plant and System Operators
46,48,47-2132.00,"Insulation Workers, Mechanical"
46,46,51-3011.00,Bakers
45,49,33-9091.00,Crossing Guards
45,49,47-2111.00,Electricians
45,49,53-7041.00,Hoist and Winch Operators
45,45,47-5042.00,Mine Cutting and Channeling Machine Operators
45,43,45-3011.00,Fishers and Related Fishing Workers
45,42,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters"
45,40,53-5011.00,Sailors and Marine Oilers
45,37,51-7011.00,Cabinetmakers and Bench Carpenters
44,49,47-2171.00,Reinforcing Iron and Rebar Workers
44,46,51-9122.00,"Painters, Transportation Equipment"
44,45,49-9045.00,"Refractory Materials Repairers, Except Brickmasons"
44,44,51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders"
44,43,51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood"
44,41,51-6041.00,Shoe and Leather Workers and Repairers
44,41,37-3013.00,Tree Trimmers and Pruners
44,39,47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators"
43,49,17-3031.02,Mapping Technicians
43,43,51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers"
43,41,47-3012.00,Helpers--Carpenters
42,47,47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall"
42,46,27-1023.00,Floral Designers
42,44,47-2081.00,Drywall and Ceiling Tile Installers
42,43,49-9093.00,"Fabric Menders, Except Garment"
42,41,53-7061.00,Cleaners of Vehicles and Equipment
42,41,51-6031.00,Sewing Machine Operators
41,51,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers"
41,45,51-4062.00,"Patternmakers, Metal and Plastic"
41,43,49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers"
41,43,35-3021.00,"Combined Food Preparation and Serving Workers, Including Fast Food"
41,36,51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders"
40,51,49-3052.00,Motorcycle Mechanics
40,44,49-9041.00,Industrial Machinery Mechanics
40,40,47-2061.00,Construction Laborers
40,37,47-2152.02,Plumbers
40,31,51-3023.00,Slaughterers and Meat Packers
39,48,53-5031.00,Ship Engineers
39,46,39-3021.00,Motion Picture Projectionists
39,39,35-2015.00,"Cooks, Short Order"
39,39,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
39,34,51-4121.07,Solderers and Brazers
38,47,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
38,39,47-2082.00,Tapers
37,44,53-7033.00,"Loading Machine Operators, Underground Mining"
37,40,53-7071.00,Gas Compressor and Gas Pumping Station Operators
36,31,45-2092.02,"Farmworkers and Laborers, Crop"
35,35,49-9096.00,Riggers
34,33,51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders"
34,33,51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing"
34,32,51-9121.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders"
33,40,51-9197.00,Tire Builders
31,41,35-2011.00,"Cooks, Fast Food"
29,36,15-2091.00,Mathematical Technicians
29,31,51-9199.01,Recycling and Reclamation Workers
25,27,47-5061.00,"Roof Bolters, Mining"
24,29,51-9195.04,"Glass Blowers, Molders, Benders, and Finishers"
21,22,51-6021.00,"Pressers, Textile, Garment, and Related Materials"
