zip_code,latitude,longitude,population_density,employment_density,plant_size,employment,teamwork_share,customer_share,presence_share,communication_share,affected_share,face2face_share
08502,40.448299,-74.655701,342,42,5.6999998,856,30,27,5,46,50,20
08505,40.143101,-74.703201,325,119,8.6000004,3070,22,34,8,45,52,27
08510,40.146999,-74.609001,105,32,7.5999999,804,26,26,12,39,49,21
08511,40.0481,-74.559502,123,48,8.3000002,157,17,39,6,48,53,38
08512,40.303902,-74.5065,183,319,23.1,10419,21,14,14,28,42,9
08514,40.1399,-74.464996,66,17,7.3000002,610,23,31,10,44,53,26
08515,40.115101,-74.639297,85,13,6,470,31,25,7,42,47,17
08518,40.118,-74.805496,1008,277,7.8000002,274,23,29,13,41,53,23
08520,40.266899,-74.525002,610,270,10.6,6306,27,34,6,47,53,25
08525,40.390202,-74.771004,83,19,7.8000002,902,28,33,4,45,49,23
08527,40.120998,-74.301697,246,46,8.3000002,7249,22,33,12,44,54,27
08528,40.382801,-74.609596,192,403,7.0999999,185,28,40,0,57,58,25
08530,40.3731,-74.926598,123,37,7.4000001,1560,26,37,6,50,55,30
08533,40.071301,-74.506699,144,17,7.1999998,635,23,39,8,48,54,33
08534,40.3339,-74.794403,228,262,12.7,5265,28,37,3,53,56,18
08535,40.273899,-74.716202,117,27,5.6999998,699,26,23,12,39,49,21
08536,40.332401,-74.568802,1065,614,9.8000002,3295,39,27,3,51,53,17
08540,40.3666,-74.6408,350,401,19.799999,39713,36,28,2,49,51,17
08542,40.3535,-74.659401,3923,4055,11,3972,29,41,3,54,57,30
08543,40.280499,-74.711998,,,9.1000004,310,,,,,,
08544,40.349201,-74.652802,,,5.9000001,47,,,,,,
08550,40.266899,-74.6511,403,100,9.1999998,3549,33,28,3,47,50,18
08551,40.4459,-74.828796,79,20,6.3000002,710,25,27,14,40,52,23
08553,40.401001,-74.639999,425,333,11.5,230,21,33,4,45,49,30
08554,40.115398,-74.777199,1395,97,6.6999998,194,25,41,3,51,53,32
08555,40.221401,-74.474701,197,21,2.7,8,46,21,1,54,55,13
08558,40.417301,-74.693802,154,84,7.3000002,1522,31,31,4,47,51,21
08559,40.439701,-74.955399,48,4,5.5,433,25,26,11,41,50,25
08560,40.307701,-74.865501,103,61,7.5,336,27,28,6,42,47,21
08561,40.242298,-74.578697,74,358,6.1999998,187,23,29,15,42,55,20
08562,40.071999,-74.573097,122,33,9.1999998,834,20,36,11,45,55,32
08601,40.280499,-74.711998,,,8.3999996,67,,,,,,
08608,40.220402,-74.762199,1212,2818,7.0999999,1598,33,33,3,51,54,19
08609,40.2248,-74.740997,3845,715,8,1448,21,36,7,45,51,26
08610,40.201599,-74.705002,1547,209,6.5999999,2798,21,38,10,47,57,31
08611,40.217098,-74.742897,3907,638,8.3999996,2792,21,30,8,39,46,23
08618,40.237701,-74.782097,2435,441,10.8,3634,25,29,5,40,45,18
08619,40.241798,-74.696198,879,592,11.6,8126,26,28,7,43,49,21
08620,40.167,-74.648804,635,84,7.9000001,1068,25,32,9,44,51,25
08625,40.280499,-74.711998,,,18.299999,55,,,,,,
08628,40.265499,-74.816803,499,641,11,3354,28,31,5,45,50,22
08629,40.219601,-74.733398,5979,368,5.5999999,379,18,37,7,46,52,36
08638,40.250999,-74.762703,1539,739,10.6,5207,20,26,10,36,45,21
08640,40.217098,-74.742897,139,7,10.5,200,46,21,1,54,55,13
08641,40.217098,-74.742897,271,34,5.4000001,75,40,23,2,49,51,16
08648,40.217098,-74.742897,745,635,15.8,14355,27,41,4,53,56,30
08690,40.233601,-74.6576,1013,507,9.1000004,3302,27,36,4,48,52,23
08691,40.2197,-74.593903,224,241,13.5,7255,23,24,11,37,48,18
08701,40.084999,-74.204201,1458,727,12.8,33959,27,27,7,39,46,15
08720,40.138901,-74.112198,232,109,5.1999998,99,34,20,15,42,53,15
08721,39.909302,-74.1549,512,95,7,2443,21,34,12,43,53,28
08722,39.930199,-74.196098,1497,82,5.9000001,470,23,24,13,38,48,21
08723,40.038898,-74.110901,1012,419,11.3,9031,23,39,6,48,53,31
08724,40.087399,-74.115196,1201,236,7.9000001,4233,24,32,8,43,51,25
08730,40.1077,-74.063499,1049,346,7.6999998,1049,25,33,7,47,53,27
08731,39.844398,-74.197304,162,39,7.8000002,3008,23,34,9,45,53,27
08732,39.943199,-74.146797,1057,187,5.8000002,144,29,27,10,42,51,20
08733,40.026299,-74.325401,292,116,8.3000002,647,27,41,3,55,58,32
08734,39.862,-74.166801,517,112,7.1999998,775,22,35,11,44,54,27
08735,39.977501,-74.070396,695,158,5.4000001,536,21,44,6,54,60,38
08736,40.1217,-74.061096,1051,621,9.1000004,4761,27,32,6,46,52,23
08738,40.0261,-74.056198,405,34,2.7,16,39,37,11,56,65,16
08739,40.002602,-74.060402,,,7.3000002,73,,,,,,
08740,39.925999,-74.135101,1747,33,2.5,10,25,28,5,36,40,23
08741,39.9347,-74.167999,1229,184,9.8000002,275,23,36,5,42,47,28
08742,40.080601,-74.059502,1682,568,8.5,6434,22,37,9,48,55,32
08750,40.134499,-74.043602,721,537,9.3000002,1463,25,44,4,56,59,34
08751,39.946602,-74.0765,1241,329,5.5,713,17,47,2,54,56,44
08752,39.922199,-74.079498,167,34,7.4000001,365,22,37,6,47,53,30
08753,39.9771,-74.156502,1065,367,10.8,17389,21,44,6,53,58,37
08754,40.000801,-74.249298,,,10.1,152,,,,,,
08755,39.999901,-74.222801,613,305,9.8999996,5959,24,32,8,41,49,23
08757,39.9715,-74.251198,498,32,7,1147,24,35,8,44,51,26
08758,39.7896,-74.195396,218,34,7.9000001,689,19,42,8,49,55,37
08759,39.9515,-74.1521,199,25,11.8,2814,26,39,4,47,51,27
08801,40.6287,-74.885498,202,38,5.5999999,684,29,26,5,41,46,17
08802,40.695,-75.028099,65,11,6.5999999,343,23,27,12,40,50,25
08804,40.6437,-75.096603,87,25,5.3000002,224,28,30,9,47,54,27
08805,40.5681,-74.539703,1674,742,8.3000002,2278,23,33,10,44,54,26
08807,40.590401,-74.626701,572,567,19.5,23968,26,34,6,47,53,26
08809,40.641201,-74.908798,386,303,8.1999998,1930,24,41,4,53,57,32
08810,40.3825,-74.511101,447,481,16.5,4283,17,11,19,23,42,7
08812,40.589699,-74.463898,1044,414,8.3999996,3505,21,39,9,48,56,33
08816,40.428398,-74.406403,870,515,13.1,18371,25,34,7,46,52,26
08817,40.517101,-74.397301,1613,1134,18.700001,25024,27,24,9,40,49,17
08818,40.43,-74.417297,,,9,416,,,,,,
08820,40.577999,-74.358902,1484,465,8.1999998,6820,29,31,5,46,50,21
08822,40.518002,-74.845299,184,114,10.6,10344,22,37,7,47,54,30
08823,40.442101,-74.536903,995,152,7.1999998,803,27,40,3,50,53,29
08824,40.420799,-74.552902,1206,168,6.0999999,1222,31,32,4,47,50,20
08825,40.520802,-75.032501,62,16,6.3000002,703,25,29,11,41,51,23
08826,40.713402,-74.916199,109,14,5.9000001,440,27,27,11,39,48,21
08827,40.677399,-74.962196,95,40,9.3000002,925,28,27,12,45,55,24
08828,40.377701,-74.420403,990,102,7.6999998,123,18,29,15,36,50,27
08829,40.6684,-74.8937,582,152,7.0999999,255,23,26,6,39,45,21
08830,40.571602,-74.316704,2243,2614,19.4,14650,37,26,3,50,53,17
08831,40.319199,-74.428497,349,121,10.2,9612,19,17,16,28,44,12
08832,40.519199,-74.302101,762,811,8.8000002,632,16,8,36,19,54,4
08833,40.646599,-74.829002,102,41,7.3000002,1809,27,24,8,40,47,19
08835,40.539902,-74.593399,1692,306,7.0999999,1022,22,34,12,43,53,27
08836,40.599998,-74.557198,315,82,5.8000002,583,32,31,5,46,50,17
08837,40.532501,-74.337502,676,1544,25.200001,25737,27,24,9,39,47,16
08840,40.544899,-74.3517,2056,918,8.1999998,3931,28,28,8,43,50,18
08844,40.477501,-74.627197,269,85,9.3000002,7687,24,28,9,39,47,20
08846,40.575901,-74.500801,1497,561,10.2,4314,18,16,16,28,42,14
08848,40.592899,-75.102501,98,13,6,617,27,26,9,41,49,21
08850,40.449299,-74.439003,1303,331,7.5999999,1268,21,44,7,53,60,37
08852,40.386902,-74.555801,473,284,10.1,4136,28,22,9,40,48,15
08853,40.529301,-74.740097,188,20,6.1999998,299,26,25,11,41,50,22
08854,40.551498,-74.459,1148,728,17.9,20288,29,23,11,41,51,17
08855,40.43,-74.417297,,,10.8,140,,,,,,
08857,40.397999,-74.323601,635,181,8.6000004,5788,22,34,11,45,56,27
08858,40.6726,-74.747398,20,75,9,180,26,38,2,53,56,32
08859,40.458698,-74.305,1843,449,7,2255,27,29,8,44,51,21
08861,40.517601,-74.275398,3948,824,7.4000001,6278,18,29,13,38,51,24
08863,40.539299,-74.311699,1878,308,7.5999999,1346,22,29,15,41,54,26
08865,40.707901,-75.150703,268,100,11.1,6525,19,37,8,46,53,31
08867,40.599201,-74.957603,67,9,6.0999999,504,27,24,10,37,45,19
08869,40.571098,-74.637703,1333,1577,11.1,2526,27,34,5,47,52,25
08872,40.459999,-74.347801,812,173,8.3000002,2571,20,19,16,30,45,14
08873,40.500702,-74.501297,597,399,19.6,24226,27,22,7,38,45,16
08875,40.497601,-74.488503,,,5,15,,,,,,
08876,40.588001,-74.687401,563,733,17.700001,16483,24,15,10,31,40,12
08879,40.464001,-74.2742,1267,206,7.5999999,2488,21,28,12,38,49,22
08880,40.552299,-74.531097,2677,285,6.5,253,20,34,10,44,53,33
08882,40.444401,-74.380096,2232,373,6.1999998,1722,21,20,17,33,48,17
08884,40.384701,-74.389397,1406,325,7,949,24,32,6,43,49,23
08886,40.693699,-75.111,180,20,7.4000001,486,20,32,11,41,51,28
08887,40.520599,-74.794601,597,116,5.6999998,34,23,18,17,30,43,18
08888,40.6194,-74.740601,,,18.5,370,,,,,,
08889,40.615601,-74.7724,156,76,8.6999998,2040,29,31,7,47,53,23
08901,40.489101,-74.448196,3369,1141,11.7,11085,23,28,7,39,46,20
08902,40.4538,-74.4823,1167,583,12.3,12503,24,25,8,39,46,19
08903,40.513901,-74.445099,,,10.9,239,,,,,,
08904,40.4991,-74.426598,2984,639,8.1999998,1971,26,33,4,44,48,21
08933,40.486198,-74.451797,,,10.7,75,,,,,,
10001,40.748402,-73.996696,13112,99922,19.4,136812,32,26,5,45,49,18
10002,40.715199,-73.987701,35743,11972,8.3999996,24278,21,33,5,42,47,26
10003,40.7313,-73.989197,37524,54895,15.5,61316,31,34,3,50,53,24
10004,40.714298,-74.005997,2131,42922,30.9,47794,36,27,2,47,49,15
10005,40.705601,-74.008301,37471,256733,29.5,39212,35,28,1,49,50,15
10006,40.7085,-74.013496,12663,102681,16.5,12152,34,27,3,47,49,16
10007,40.713902,-74.007004,16506,101137,13.7,19800,34,30,3,50,53,20
10009,40.7262,-73.979599,38414,7383,8.3999996,9857,21,40,4,47,51,31
10010,40.737499,-73.9813,31462,75431,21.1,58057,35,29,3,50,52,20
10011,40.7402,-73.999603,29898,44133,16.200001,58554,32,32,3,50,54,24
10012,40.725498,-73.998299,28771,51462,14.1,39124,28,37,3,52,55,30
10013,40.718498,-74.002502,19365,66700,16,77563,32,30,3,47,50,19
10014,40.733898,-74.005402,21668,31811,15.2,34358,30,33,3,49,52,25
10016,40.744301,-73.978104,39311,77972,17.4,90010,34,27,4,48,52,19
10017,40.751701,-73.970703,19990,184065,29.5,139030,36,28,3,49,52,17
10018,40.7547,-73.9925,6274,182116,21.700001,140811,29,23,5,41,46,15
10019,40.765099,-73.985802,24341,96390,32.200001,140502,34,31,3,50,53,18
10020,40.735401,-73.996803,0,499176,34.700001,22352,38,30,2,52,53,13
10021,40.768501,-73.958801,43518,49967,10.8,23325,30,43,4,55,59,28
10022,40.757099,-73.965698,28246,131540,22.9,131057,36,29,3,50,53,16
10023,40.776402,-73.982697,48014,41698,19.1,39109,33,36,3,47,50,18
10024,40.7864,-73.976402,26682,10173,10.6,18189,29,39,3,50,53,24
10025,40.797501,-73.9683,48595,11716,9.5,17093,29,39,4,49,53,24
10026,40.801899,-73.953102,39504,5951,8.1000004,4141,23,39,4,47,51,26
10027,40.8116,-73.955002,26453,10673,19.700001,20573,34,36,2,45,47,13
10028,40.776299,-73.952904,55476,25879,10.4,15514,28,42,4,52,56,28
10029,40.791801,-73.944702,35566,10401,9.6999998,9711,23,34,4,42,46,22
10030,40.818298,-73.942596,37371,4269,8.6999998,2360,24,35,3,42,44,20
10031,40.8246,-73.950699,33484,3567,6.0999999,4631,23,40,5,48,53,28
10032,40.8382,-73.942001,33668,5422,6.9000001,4968,22,40,4,48,52,29
10033,40.849602,-73.9356,34441,4883,7.1999998,6365,21,41,4,49,53,31
10034,40.866199,-73.922096,13338,1860,6.0999999,3717,21,40,5,49,54,30
10035,40.801102,-73.937103,9394,3756,13,8115,26,35,4,43,47,20
10036,40.759701,-73.991798,21523,159806,27.1,162164,33,27,4,47,51,16
10037,40.813499,-73.938103,25472,4092,7.1999998,1427,21,40,4,46,50,28
10038,40.710098,-74.001297,26338,62782,18.5,32722,31,29,2,47,48,19
10039,40.8265,-73.938301,20450,1804,7,1313,19,43,4,50,54,33
10040,40.858299,-73.929604,42928,4624,5,2558,22,44,5,52,56,33
10041,40.7038,-74.009804,,,18.6,782,,,,,,
10043,40.714298,-74.005997,,,6,54,,,,,,
10044,40.761799,-73.9505,18630,2142,7.5999999,514,21,37,1,44,45,25
10055,40.7808,-73.977203,,,10.1,192,,,,,,
10065,40.765099,-73.963799,32252,21444,10.8,14191,31,41,4,55,59,27
10069,40.778,-73.988403,19270,2528,7.1999998,553,34,31,8,49,56,16
10075,40.714298,-74.005997,54651,19535,8.8999996,6312,30,42,3,54,57,29
10080,40.714298,-74.005997,,,2.7,8,,,,,,
10101,40.7808,-73.977203,,,6.3000002,19,,,,,,
10103,40.7603,-73.976196,121,117331,12,695,38,30,6,51,57,12
10104,40.760899,-73.979897,,,19.799999,1031,,,,,,
10105,40.762798,-73.9785,,,11.2,853,,,,,,
10106,40.765202,-73.9804,,,8.3000002,696,,,,,,
10107,40.766399,-73.982697,,,5.4000001,1142,,,,,,
10110,40.754002,-73.980797,0,75063,7.9000001,746,37,24,5,47,51,16
10111,40.759201,-73.977798,0,383250,7.9000001,937,39,29,2,50,52,13
10112,40.7593,-73.979797,0,466662,24.700001,3281,34,29,3,53,56,9
10115,40.8111,-73.964203,0,465851,16.799999,1078,35,35,1,47,48,14
10118,40.749001,-73.986504,,,9.6000004,2878,,,,,,
10119,40.7808,-73.977203,2159,262080,31,7809,41,23,2,51,53,16
10120,40.750599,-73.989403,,,12.7,697,,,,,,
10121,40.749599,-73.991898,,,11.9,728,,,,,,
10122,40.751801,-73.992203,,,9.1999998,1388,,,,,,
10123,40.751499,-73.990501,,,9.6000004,1443,,,,,,
10128,40.781601,-73.951103,49591,16872,9.6000004,12956,31,39,4,50,54,22
10151,40.763401,-73.973999,,,6.6999998,381,,,,,,
10152,40.7589,-73.973,0,128713,10.3,587,42,27,2,48,50,9
10153,40.764099,-73.973503,0,451510,20.6,1999,42,27,2,50,52,10
10154,40.758301,-73.973503,0,255613,21.5,1267,38,29,9,48,56,10
10155,40.761101,-73.968002,,,8.3000002,788,,,,,,
10156,40.7808,-73.977203,,,2.7,8,,,,,,
10158,40.749401,-73.9758,,,23.9,1074,,,,,,
10162,40.769901,-73.951103,57231,3057,2.5999999,21,45,30,1,57,58,16
10165,40.752399,-73.979103,153,314137,8.1000004,2190,36,23,4,45,49,15
10166,40.754601,-73.976196,,,30,3662,,,,,,
10167,40.754902,-73.974998,0,615118,23.299999,2609,35,29,2,45,47,14
10168,40.7519,-73.976799,0,279237,9.6000004,1532,35,28,4,47,51,16
10169,40.7547,-73.976601,0,384623,9.8999996,1392,34,29,3,48,50,18
10170,40.752602,-73.975502,80,221941,12.7,3098,35,25,2,47,49,15
10171,40.756401,-73.9748,0,176664,17,1104,41,28,1,49,49,8
10172,40.755798,-73.975304,0,306806,33.299999,1929,38,29,6,49,54,9
10173,40.754299,-73.979599,163,187444,9.8000002,489,43,22,2,50,52,15
10174,40.751701,-73.975197,0,169691,21.5,1653,42,24,2,51,53,14
10175,40.754299,-73.979797,,,8.3999996,556,,,,,,
10176,40.7556,-73.978897,,,11.1,818,,,,,,
10177,40.755299,-73.976097,0,469471,11.4,638,43,23,1,51,52,12
10178,40.7514,-73.9785,,,23.4,726,,,,,,
10179,40.7808,-73.977203,,,7.3000002,22,,,,,,
10199,40.750301,-74.000603,135,884,5.4000001,49,25,28,5,36,40,23
10271,40.7089,-74.011101,0,935979,24.799999,1813,43,29,1,55,57,16
10278,40.715199,-74.003799,0,7255,8.6999998,96,32,21,1,42,43,12
10279,40.7127,-74.007797,0,189634,12.8,1333,48,23,2,56,57,12
10280,40.710499,-74.016296,21896,3789,7.6999998,881,26,36,2,48,50,26
10281,40.7146,-74.014999,,,30.1,4733,,,,,,
10282,40.716599,-74.014603,21110,16242,13.3,1065,27,37,4,50,53,26
10285,40.714298,-74.005997,,,6.6999998,80,,,,,,
10286,40.714199,-74.011902,,,6.0999999,129,,,,,,
10301,40.631599,-74.092697,4190,1011,8.6000004,5068,23,32,4,41,45,21
10302,40.6306,-74.137901,6170,1711,8.1000004,3281,20,32,9,42,51,27
10303,40.6301,-74.160698,3241,885,8.3999996,3160,19,30,14,39,51,25
10304,40.610199,-74.087799,4204,788,7.9000001,4612,25,34,6,42,48,23
10305,40.597301,-74.076797,3791,1008,7.4000001,6372,24,31,8,42,49,22
10306,40.568199,-74.118401,2889,666,7.8000002,7680,24,33,8,43,50,23
10307,40.508499,-74.244499,2774,369,6.0999999,1548,22,29,13,41,53,23
10308,40.5518,-74.152603,5353,716,6.8000002,2605,22,35,8,45,52,28
10309,40.535198,-74.211601,1869,714,8.3999996,6436,22,30,11,41,50,25
10310,40.632401,-74.117104,5368,1530,8.1000004,3487,24,30,10,42,50,23
10311,40.605202,-74.179497,0,4826,6.0999999,92,34,30,1,44,45,12
10312,40.5457,-74.179199,2982,420,7.0999999,5534,25,35,7,46,52,25
10314,40.603901,-74.147202,2407,719,10.5,18032,24,35,8,46,53,26
10451,40.822201,-73.9217,17391,6259,10.1,7938,23,35,8,44,52,25
10452,40.837601,-73.9216,29556,3176,7.5,5526,20,42,5,48,53,32
10453,40.852001,-73.912903,33008,2802,6.8000002,4631,21,39,5,46,50,28
10454,40.808498,-73.9198,13830,3940,10,5958,19,25,12,34,45,19
10455,40.8153,-73.907204,21504,7849,12.2,8418,17,33,4,38,42,23
10456,40.8316,-73.909897,32810,3124,8.3000002,5405,21,39,4,45,48,27
10457,40.848598,-73.899902,25647,3752,7.5999999,6099,22,35,7,42,49,23
10458,40.8633,-73.889503,30419,7498,9.3000002,9294,23,38,6,46,51,26
10459,40.824699,-73.893997,22358,3062,7.8000002,4552,18,43,5,48,53,34
10460,40.8409,-73.879402,16821,1971,7.8000002,4391,19,38,7,44,50,29
10461,40.8465,-73.841003,8126,3203,8.8000002,9422,24,33,8,43,50,23
10462,40.843399,-73.860199,19771,5444,7.8000002,7907,23,37,7,46,52,27
10463,40.879799,-73.9067,18148,3706,10.1,9646,25,39,5,47,51,26
10464,40.846901,-73.787399,500,154,9.8999996,1019,19,41,8,48,55,35
10465,40.826099,-73.819603,4754,993,8.6000004,4284,24,34,8,45,52,25
10466,40.8904,-73.850304,12973,1633,8.6000004,5208,24,35,6,42,48,23
10467,40.873699,-73.871201,16081,3165,8.8000002,9241,19,35,4,40,44,25
10468,40.866199,-73.900299,27327,3534,6.9000001,5558,23,40,6,48,54,28
10469,40.870201,-73.849503,10387,1534,9.1000004,5666,22,38,6,44,50,28
10470,40.900002,-73.862198,4145,1218,7.4000001,2203,21,29,12,39,49,25
10471,40.9011,-73.905296,3428,1476,12.6,5400,33,36,3,45,48,15
10472,40.829498,-73.871597,24389,1755,6.5999999,3750,20,40,6,48,53,31
10473,40.819401,-73.860603,10365,1548,11.5,3907,17,20,7,30,36,17
10474,40.8139,-73.884102,3093,4259,18,12011,17,14,18,24,41,9
10475,40.872898,-73.827797,9171,2348,14.9,5416,18,50,6,55,60,42
10501,41.294601,-73.761101,336,54,2.5,10,21,4,34,22,48,12
10502,41.011299,-73.841301,999,563,6.9000001,1349,24,35,7,47,52,27
10504,41.136002,-73.700897,189,268,8.3999996,3580,29,30,6,45,50,20
10505,41.342098,-73.745399,504,328,7.5,278,21,32,9,43,50,26
10506,41.190899,-73.635498,137,46,5.6999998,1199,26,34,6,47,53,26
10507,41.234402,-73.691498,339,204,9.1999998,2774,24,29,11,41,50,23
10509,41.409698,-73.599197,209,99,7.5999999,5447,23,27,10,40,49,22
10510,41.144402,-73.834999,389,134,5.9000001,1946,27,34,7,47,53,25
10511,41.258301,-73.9412,592,346,5.3000002,299,26,23,20,39,56,21
10512,41.443199,-73.681503,181,42,6.3000002,3459,24,29,9,41,49,23
10514,41.170502,-73.7715,360,98,6.4000001,1703,28,32,3,46,49,21
10516,41.441399,-73.933502,65,21,6.1999998,1329,21,24,11,36,46,19
10518,41.272202,-73.601997,142,56,8.1000004,274,18,45,4,54,58,40
10519,41.347698,-73.661003,164,170,12.1,85,9,43,12,45,56,40
10520,41.217999,-73.892403,360,115,6.3000002,2279,25,36,6,47,52,28
10522,41.011799,-73.866501,1728,816,7.4000001,1855,27,34,5,45,49,23
10523,41.057201,-73.813599,796,1536,13.7,8857,21,17,12,30,41,12
10524,41.362099,-73.919998,82,15,5.4000001,395,30,34,5,50,54,26
10526,41.3004,-73.647903,212,62,4.4000001,83,39,28,1,53,54,18
10527,41.309799,-73.752998,143,28,7.6999998,108,18,28,2,37,38,22
10528,40.971901,-73.718102,1239,671,6.5999999,2996,29,28,7,44,50,20
10530,41.019699,-73.807404,1271,457,6.6999998,2469,25,38,5,49,53,27
10532,41.1073,-73.795998,1020,2226,14.2,4387,30,24,10,38,47,14
10533,41.038101,-73.859703,795,298,6.3000002,1212,29,27,5,43,48,18
10535,41.338501,-73.794701,474,920,6.5,332,20,37,6,49,54,35
10536,41.270901,-73.684097,162,53,5.3000002,1790,26,33,7,45,52,24
10537,41.337399,-73.883797,866,27,3.2,45,33,9,12,36,45,12
10538,40.935101,-73.757103,1783,552,6.4000001,3857,26,38,6,50,56,28
10540,41.333401,-73.724297,,,5.4000001,38,,,,,,
10541,41.3717,-73.750801,409,76,6.3000002,4020,22,29,10,40,49,24
10543,40.952499,-73.735001,1903,804,7.5,6063,24,29,8,40,47,21
10545,41.118999,-73.733002,432,132,4.3000002,13,44,43,1,62,63,20
10546,41.2015,-73.792603,439,388,7.9000001,387,22,42,4,53,56,38
10547,41.314301,-73.8508,583,209,9,1489,22,42,4,49,53,33
10548,41.249599,-73.944603,575,150,7.1999998,330,26,31,5,42,46,22
10549,41.205002,-73.729897,335,215,8.5,6455,25,33,6,44,50,23
10550,40.907902,-73.837997,7219,3005,10.5,9883,21,19,16,32,45,16
10552,40.9231,-73.829903,4610,557,5.8000002,1472,28,30,8,43,49,20
10553,40.9086,-73.822098,5680,1060,7.5,902,20,21,13,33,44,17
10560,41.3414,-73.592903,88,20,5.9000001,643,26,26,8,38,45,18
10562,41.167301,-73.853798,891,188,6.5999999,4939,26,33,7,44,50,24
10566,41.2892,-73.918404,2082,682,6.5999999,4344,23,33,9,43,51,26
10567,41.284,-73.893097,348,83,7.1999998,2678,24,28,9,40,48,22
10570,41.134998,-73.7845,751,370,7.3000002,3180,28,31,7,45,51,22
10573,41.022202,-73.679802,2704,1158,9,11271,24,33,7,45,52,26
10576,41.204201,-73.573196,88,20,5,732,27,28,8,44,51,21
10577,41.038399,-73.715599,377,879,20.700001,6381,35,25,3,46,49,13
10578,41.325901,-73.655098,166,60,2.7,8,46,21,1,54,55,13
10579,41.372799,-73.850197,102,12,5.5,766,25,23,11,37,45,19
10580,40.9734,-73.690697,783,436,8.8000002,4710,30,36,4,49,52,22
10583,40.992699,-73.7995,1217,414,7.5999999,9089,26,38,5,49,54,26
10588,41.328602,-73.827301,441,130,7.1999998,380,24,38,5,46,50,30
10589,41.334599,-73.695099,409,150,7.5,1580,31,29,6,46,51,19
10590,41.255299,-73.540199,194,36,5.5999999,965,28,28,6,43,48,22
10591,41.089699,-73.844002,880,859,11.4,10337,33,28,4,47,51,19
10594,41.118198,-73.7733,789,367,6.9000001,1587,22,35,10,47,55,30
10595,41.085602,-73.777603,530,738,12.3,3888,36,26,5,47,51,15
10596,41.254799,-73.958702,1073,100,9.3000002,37,25,28,5,36,40,23
10598,41.2999,-73.792397,417,119,7.8000002,5675,22,43,5,52,56,36
10601,41.033001,-73.765198,6936,18282,13.3,17701,28,38,4,53,56,30
10603,41.0499,-73.777603,2000,801,8.3000002,4149,26,25,9,39,47,18
10604,41.0592,-73.739502,638,751,15.7,8875,29,26,8,43,50,16
10605,41.014099,-73.755203,1378,798,7.8000002,4349,30,34,3,47,50,20
10606,41.0247,-73.778099,4217,1552,8.3999996,3483,27,27,8,42,48,19
10607,41.039799,-73.811699,1186,583,8.1999998,1956,20,39,7,47,54,32
10701,40.946098,-73.866898,5794,1900,9.3000002,9228,20,24,8,35,41,19
10703,40.951801,-73.885201,4449,1220,7.5999999,1812,22,23,15,35,47,18
10704,40.917599,-73.859299,4360,1998,8.5,8313,22,35,11,46,55,30
10705,40.917702,-73.894997,6765,797,5.9000001,3117,20,33,9,42,50,28
10706,40.987801,-73.862999,1158,306,6.5999999,1436,24,35,5,45,50,26
10707,40.956902,-73.819801,3002,684,6,1312,27,27,9,42,49,19
10708,40.939098,-73.835297,2662,648,6.1999998,3370,27,36,5,49,53,25
10709,40.955002,-73.808601,2633,837,7.6999998,2013,25,37,5,48,52,27
10710,40.965599,-73.843399,2117,1010,10.5,7692,21,43,8,51,58,36
10801,40.916599,-73.787697,4613,2101,8,10292,23,28,11,40,49,22
10803,40.904499,-73.807297,2194,1137,7.6999998,3290,24,37,7,48,55,30
10804,40.9491,-73.786301,1260,253,6.8000002,2002,32,33,4,47,50,18
10805,40.9002,-73.780998,4120,900,7.9000001,2062,25,36,5,43,48,25
10901,41.117699,-74.1241,503,242,7.4000001,4911,28,30,7,44,50,19
10911,41.1609,-74.060799,1,64,9,144,16,42,3,46,49,39
10913,41.062599,-73.962898,517,243,7.1999998,1049,23,27,8,37,44,20
10914,41.409302,-74.195099,65,28,18.299999,73,8,52,0,53,54,51
10915,41.5443,-74.361504,318,685,6.3000002,69,16,31,22,41,60,33
10916,41.443001,-74.250504,87,21,6.5999999,394,32,21,8,40,47,16
10917,41.326801,-74.122002,204,801,23.6,6891,17,75,2,78,80,71
10918,41.3554,-74.265099,137,78,7.5999999,1932,21,24,14,35,48,19
10919,41.524399,-74.385002,98,18,4.5999999,65,27,20,18,35,49,17
10920,41.148701,-73.941299,791,451,6.5999999,1487,22,22,15,35,48,19
10921,41.329498,-74.352798,197,94,7.1999998,833,22,23,14,35,48,17
10922,41.334599,-73.991699,265,32,6.8000002,102,16,33,8,42,49,34
10923,41.202099,-74.000504,1714,256,6.3000002,786,22,34,9,43,51,27
10924,41.3946,-74.3302,132,67,8.5,3414,26,29,7,41,47,19
10925,41.210098,-74.303299,450,58,5.6999998,363,23,27,13,42,53,25
10926,41.300499,-74.124901,239,80,6.5,334,23,26,19,39,56,21
10927,41.197102,-73.969002,2339,377,5.9000001,977,20,29,11,37,47,21
10928,41.3582,-73.974602,296,41,7.8000002,419,15,45,6,53,58,40
10930,41.3536,-74.119698,249,22,6.6999998,565,24,27,9,39,47,22
10931,41.124001,-74.170197,62,52,7.5,142,20,28,10,40,48,23
10940,41.451199,-74.4701,288,125,11.6,12450,19,37,7,45,51,31
10941,41.488602,-74.345001,166,142,12.3,4107,18,45,7,52,58,40
10950,41.328602,-74.188499,501,155,7.9000001,9844,22,31,9,42,50,25
10952,41.116299,-74.073601,1645,533,7.5,10482,29,32,6,45,50,20
