zip_code,latitude,longitude,population_density,employment_density,plant_size,employment,teamwork_share,customer_share,presence_share,communication_share,affected_share,face2face_share
46040,39.932301,-85.848,115,18,7.5,1098,23,26,12,40,49,22
46041,40.304401,-86.468903,37,15,8.3000002,3406,19,32,11,41,51,26
46044,40.2285,-85.779099,52,5,4,28,39,29,3,51,54,17
46050,40.203098,-86.332397,14,1,6.5999999,106,23,29,16,42,57,24
46051,40.0854,-85.844002,69,12,5.6999998,142,26,32,10,46,55,27
46052,40.044899,-86.464104,48,23,11.8,5801,20,26,12,36,47,21
46055,39.9081,-85.922798,152,27,7.1999998,1073,27,28,9,42,49,20
46056,39.9944,-85.622704,37,5,11.1,155,24,20,15,31,43,19
46057,40.310799,-86.375298,18,2,3.3,13,11,4,66,12,78,1
46058,40.3433,-86.661301,31,3,4.3000002,13,44,43,1,62,63,20
46060,40.056301,-86.016296,168,113,12.2,14803,22,30,13,42,53,25
46061,40.072498,-86.052299,,,4.6999998,61,,,,,,
46062,40.061699,-86.055496,337,46,6.6999998,2677,27,28,11,41,51,20
46064,39.997501,-85.746597,102,22,8.8999996,2167,23,27,15,40,54,22
46065,40.4109,-86.608002,37,7,6.8000002,291,23,18,24,33,55,16
46068,40.373199,-86.108597,24,2,7.4000001,126,25,13,20,29,45,15
46069,40.134998,-86.220497,28,4,7.5,744,24,25,14,37,50,19
46070,40.339802,-85.640297,20,2,2.5,10,44,43,1,62,63,20
46071,40.1133,-86.589798,19,3,8.3000002,149,24,24,14,40,52,25
46072,40.2817,-86.043297,32,13,8.3999996,1379,22,36,9,47,55,29
46074,40.048901,-86.149902,286,117,11,6302,23,26,11,39,48,21
46075,40,-86.3507,36,79,9.8000002,1169,17,15,19,26,45,13
46076,40.366901,-85.947601,15,2,5.3000002,32,18,13,31,23,54,7
46077,39.9561,-86.276703,217,84,8.1999998,5865,26,28,11,42,53,21
46105,39.7612,-86.811996,18,3,5.5999999,129,18,30,21,41,59,30
46106,39.5,-86.179703,84,15,7,635,22,30,13,43,55,27
46107,39.715401,-86.0933,1520,238,8.3000002,917,25,31,9,44,51,25
46112,39.8466,-86.386902,325,116,9.5,6981,21,30,10,40,49,24
46113,39.640499,-86.311798,331,68,10.8,1431,19,33,14,43,55,29
46115,39.746601,-85.575401,20,2,4.9000001,39,37,15,13,42,52,13
46118,39.668201,-86.495903,35,6,6,307,18,13,35,26,58,12
46120,39.514801,-86.7939,25,5,8.3000002,683,20,27,29,39,66,25
46121,39.687801,-86.670303,37,3,4.4000001,115,28,14,23,33,52,13
46122,39.762798,-86.534302,64,17,8.3000002,2271,23,28,14,39,52,22
46123,39.762901,-86.399597,400,186,11.3,7605,22,38,9,48,56,31
46124,39.362598,-85.970703,51,38,16,3514,16,25,11,34,44,23
46126,39.629501,-85.891296,55,5,4.4000001,160,21,9,39,24,60,8
46128,39.647499,-86.746902,21,2,4.5,54,23,5,30,24,51,9
46130,39.675098,-85.784798,33,4,6.5,155,23,12,30,28,54,12
46131,39.485401,-86.060799,96,44,10.9,6643,21,23,13,34,46,18
46135,39.649502,-86.868599,49,27,10.3,4035,22,35,10,43,52,27
46140,39.790199,-85.814102,88,41,12.4,10291,21,27,13,37,49,21
46142,39.622398,-86.149002,784,429,13.9,12668,20,49,5,56,61,41
46143,39.596001,-86.130898,384,164,13.4,11188,22,34,11,44,54,28
46147,39.957901,-86.623596,21,2,3.4000001,48,22,14,38,27,62,10
46148,39.806,-85.5261,39,7,7.0999999,546,24,25,11,40,50,22
46149,39.8843,-86.5429,28,4,4.5,63,20,7,34,24,53,12
46150,39.5742,-85.6194,12,1,5,15,21,4,34,22,48,12
46151,39.4776,-86.466797,58,12,8.1999998,4198,23,32,12,43,54,26
46156,39.495499,-85.504402,14,3,6.5,129,13,6,20,15,34,6
46157,39.5714,-86.489403,44,7,9.3000002,251,21,21,18,36,51,23
46158,39.591499,-86.364197,118,39,9,3598,20,25,18,37,53,22
46160,39.362801,-86.280296,27,3,6.5,383,26,21,18,35,50,18
46161,39.6675,-85.693398,28,21,23.1,856,12,9,12,18,28,10
46163,39.723301,-85.905197,157,23,6.5,943,27,31,7,45,51,24
46164,39.365601,-86.097603,65,4,7.9000001,126,21,26,15,38,50,26
46165,39.8671,-86.638802,14,2,7.4000001,96,20,37,5,49,53,36
46166,39.404202,-86.577904,26,2,6,36,18,16,24,26,48,9
46167,39.8615,-86.4645,82,11,5.9000001,474,27,20,15,36,48,16
46168,39.689301,-86.391899,363,355,19.299999,15229,16,22,18,31,48,18
46171,39.546398,-86.949997,18,2,4.6999998,56,17,11,42,21,61,10
46172,39.8325,-86.790199,14,2,5,80,27,16,26,34,56,15
46173,39.619202,-85.432098,19,7,8,1837,21,31,13,41,54,24
46176,39.504299,-85.787498,62,35,11.7,6793,19,22,12,33,44,18
46181,39.369598,-86.1838,42,7,8.8000002,544,27,26,10,39,47,21
46182,39.4688,-85.664398,21,2,4.6999998,28,33,24,17,42,56,16
46184,39.5611,-86.072304,223,31,8.6999998,1162,20,25,19,36,53,21
46186,39.895699,-85.614403,24,3,4.0999999,29,24,20,14,32,43,20
46201,39.775002,-86.109299,2140,492,10.8,3683,22,33,8,43,50,25
46202,39.785099,-86.1595,1130,2417,16.1,13557,27,27,7,41,48,19
46203,39.743,-86.117897,1084,405,13.9,10186,22,27,11,38,48,22
46204,39.771999,-86.153503,1764,17323,20.6,33669,32,30,5,49,54,20
46205,39.826801,-86.138603,1564,460,9.8000002,4464,25,33,5,42,47,21
46206,39.761299,-86.161301,,,4,56,,,,,,
46208,39.829899,-86.179398,1279,542,12.1,3842,28,36,3,48,51,24
46214,39.7924,-86.287498,1321,459,11.3,3742,26,25,10,40,49,18
46216,39.8647,-86.013603,188,433,16.200001,1780,37,26,2,50,52,16
46217,39.6782,-86.197601,528,165,12.6,6409,21,17,28,30,55,16
46218,39.808201,-86.101402,1188,397,14.1,5906,19,22,18,32,48,18
46219,39.782101,-86.0495,1016,928,17.9,15281,19,30,13,38,51,23
46220,39.8647,-86.118103,1117,615,10.7,14609,23,35,7,46,52,28
46221,39.7509,-86.192398,514,151,11.6,3427,18,26,25,35,59,22
46222,39.789001,-86.2136,1177,517,13,6139,20,27,10,37,46,21
46224,39.793999,-86.270699,1891,425,10.2,3962,23,43,5,53,58,35
46225,39.740601,-86.156898,700,1386,19.5,7475,26,26,9,43,52,23
46226,39.8326,-86.083603,1176,311,13.1,8495,21,30,11,40,50,25
46227,39.678902,-86.130203,1316,498,14.4,14411,22,41,6,50,56,33
46228,39.846199,-86.195099,712,51,6,677,28,32,4,44,47,23
46229,39.788601,-85.977898,969,272,11.1,4847,19,44,7,52,58,37
46231,39.7038,-86.302902,327,188,8.5,926,18,19,20,29,48,14
46234,39.8088,-86.316299,752,115,7.6999998,1867,26,27,15,40,53,20
46235,39.847099,-85.974098,1234,192,9.6999998,1093,25,28,14,41,54,19
46236,39.8689,-85.976501,1002,308,8.8000002,4275,22,34,10,45,54,27
46237,39.673,-86.075699,1029,340,13.5,6911,20,46,5,53,58,40
46239,39.726501,-86.000504,337,80,11.3,4273,23,21,18,34,50,17
46240,39.906898,-86.123802,739,1730,23.299999,36142,30,31,3,48,51,20
46241,39.709599,-86.261398,529,749,25.700001,25183,20,21,19,33,51,17
46242,39.779499,-86.132797,,,6.4000001,51,,,,,,
46244,39.779499,-86.132797,,,2.7,8,,,,,,
46247,39.779499,-86.132797,,,4.3000002,13,,,,,,
46249,39.859001,-86.006104,,,6.0999999,49,,,,,,
46250,39.9048,-86.067299,941,1680,19.799999,25262,26,38,4,51,54,30
46254,39.848999,-86.272003,1077,397,13.1,7142,20,43,6,51,57,35
46256,39.897701,-86.009399,816,776,14.1,9162,29,24,9,41,49,17
46259,39.667,-85.9981,209,15,6.1999998,660,23,20,20,34,51,18
46260,39.897701,-86.179703,1231,669,14.5,7986,32,34,4,47,51,19
46268,39.868198,-86.212303,725,1477,25.5,33524,24,22,12,36,47,16
46278,39.872601,-86.276802,243,557,24.5,11155,31,23,6,41,47,18
46280,39.941601,-86.1157,614,1049,7.9000001,1417,32,28,5,45,50,17
46282,39.779499,-86.132797,,,4.0999999,33,,,,,,
46285,39.779499,-86.132797,,,18.299999,55,,,,,,
46290,39.9347,-86.1633,121,4002,8.3000002,734,35,27,3,49,52,16
46303,41.3713,-87.476402,199,32,7.5999999,1362,22,35,11,46,56,30
46304,41.6143,-87.046997,174,83,11.3,6459,23,29,15,41,55,21
46307,41.423599,-87.355598,267,75,10.4,11611,24,30,10,41,51,22
46308,41.417,-87.365303,,,2.7,8,,,,,,
46310,41.171299,-87.2491,78,16,7.5999999,1674,22,39,14,49,62,31
46311,41.492001,-87.510803,593,190,11.2,4011,25,35,8,45,52,25
46312,41.634899,-87.4627,818,385,10.5,3639,21,17,20,29,48,12
46319,41.533501,-87.422798,766,200,9.3999996,3207,21,25,18,37,53,21
46320,41.609901,-87.507896,895,689,10.6,3440,20,30,12,41,52,25
46321,41.554401,-87.501099,1204,811,11.1,5334,25,34,8,47,55,24
46322,41.549999,-87.456902,1328,608,10.7,6582,22,38,9,48,56,30
46323,41.587799,-87.453201,1416,324,12.8,3341,25,28,11,42,53,21
46324,41.584,-87.503403,2028,483,9.3999996,2585,23,32,15,44,57,27
46327,41.632702,-87.511299,1137,366,10.4,1474,15,20,22,29,50,18
46340,41.408798,-86.775902,13,1,11.7,70,13,35,12,42,52,37
46341,41.315498,-87.208801,45,5,6.6999998,822,21,25,19,36,54,20
46342,41.526299,-87.252502,342,80,10,4383,21,37,10,47,55,30
46345,41.526001,-86.699699,254,720,7.1999998,93,15,7,22,17,39,5
46347,41.309101,-87.024002,26,3,6.4000001,347,23,22,27,36,62,15
46348,41.315701,-86.868202,8,1,5.4000001,43,33,24,17,42,56,16
46349,41.138699,-87.445396,15,1,3.7,59,20,4,39,21,55,9
46350,41.5994,-86.707703,87,32,10.9,8889,20,24,11,34,44,19
46356,41.2845,-87.419098,57,10,7.5,1977,21,33,14,43,56,27
46360,41.698002,-86.869904,218,106,14.5,14008,19,31,8,41,48,26
46361,41.703499,-86.9151,,,3.9000001,27,,,,,,
46366,41.215,-86.775902,28,4,6.9000001,329,19,50,8,57,65,44
46368,41.5672,-87.175697,568,212,13.7,8249,19,26,14,36,49,21
46371,41.7229,-86.584099,37,6,9.3000002,250,24,26,11,41,50,25
46373,41.449501,-87.476402,530,156,7.9000001,2298,24,31,10,43,52,23
46375,41.492199,-87.460503,679,359,12.7,8807,20,41,9,50,58,35
46382,41.460201,-86.835503,17,1,5,15,21,4,34,22,48,12
46383,41.4547,-87.065598,176,107,12,14210,22,30,9,41,49,24
46384,41.490501,-87.076103,,,5,20,,,,,,
46385,41.4706,-87.0783,185,25,8,4153,26,30,11,42,51,21
46390,41.384499,-86.876404,22,6,7.5,317,24,33,20,45,65,26
46391,41.536499,-86.901299,93,11,7.5,517,21,29,18,41,58,26
46392,41.177898,-87.069901,28,4,6,468,20,26,22,38,59,23
46394,41.678699,-87.500504,1452,346,7.8000002,1186,21,43,8,52,60,35
46402,41.599701,-87.338501,683,434,9.6999998,984,24,27,13,38,51,18
46403,41.6036,-87.259003,587,117,8.8999996,1010,25,23,27,37,61,18
46404,41.589901,-87.373199,1170,125,6.6999998,528,20,47,5,55,59,39
46405,41.5686,-87.262199,522,64,8.8999996,949,16,51,10,57,66,46
46406,41.587799,-87.406197,293,159,13.4,1377,14,17,41,25,66,14
46407,41.580399,-87.334999,1154,96,8.8999996,606,24,39,1,45,46,25
46408,41.542198,-87.358803,674,131,9.5,1795,19,38,11,46,57,31
46409,41.541199,-87.327103,967,90,9.1000004,437,22,35,3,43,46,23
46410,41.495701,-87.350899,501,418,16.1,21963,21,43,8,52,59,36
46501,41.230801,-86.250603,21,3,9.5,227,16,9,11,22,32,10
46504,41.309799,-86.117401,20,6,6.8000002,218,20,24,12,35,46,21
46506,41.446701,-86.193199,39,20,13.1,2509,17,11,14,22,35,9
46507,41.7169,-85.826202,88,71,19.6,2743,16,5,11,18,28,6
46510,41.116501,-85.868599,21,2,2.7,51,34,20,9,41,48,16
46511,41.220001,-86.426903,26,6,8.8999996,447,20,38,7,48,55,35
46514,41.710098,-85.9729,404,332,22.4,22478,16,12,11,23,33,11
46515,41.681999,-85.9767,,,12.5,349,,,,,,
46516,41.6763,-85.962097,729,431,19.799999,15907,17,11,11,23,33,9
46517,41.6469,-85.972801,249,128,15.4,7207,16,16,12,26,37,14
46524,41.291801,-86.035004,26,4,4.3000002,43,31,17,16,37,50,14
46526,41.584801,-85.858101,177,129,15,10597,17,18,11,28,38,16
46527,41.597698,-85.858101,,,5,20,,,,,,
46528,41.624802,-85.839104,142,63,18.4,7105,16,6,11,19,29,7
46530,41.742699,-86.141098,474,117,9.1999998,4688,25,33,7,45,51,25
46532,41.393101,-86.594803,14,2,5.3000002,16,17,14,11,24,35,7
46534,41.280899,-86.6082,36,8,7.6999998,1006,20,38,12,48,59,32
46536,41.525299,-86.2714,46,8,6.9000001,274,25,36,10,47,56,30
46538,41.326599,-85.816002,49,10,7.3000002,515,23,27,13,39,50,22
46539,41.161499,-86.0299,28,7,7.9000001,87,12,13,10,21,30,13
46540,41.6754,-85.711403,74,78,17.6,5799,15,6,11,19,29,7
46542,41.4011,-85.8554,31,19,7,438,18,16,13,26,38,14
46543,41.533501,-85.707199,47,10,6.9000001,318,17,14,19,25,41,15
46544,41.6507,-86.1623,297,123,12.3,6060,19,29,8,39,47,25
46545,41.683498,-86.168198,544,589,17.6,17552,20,40,8,49,56,34
46546,41.661999,-86.1586,,,4.4000001,22,,,,,,
46550,41.449299,-85.994499,64,43,10.3,3500,15,12,11,22,32,12
46552,41.705101,-86.483803,42,14,10.6,719,17,14,37,24,61,11
46553,41.491699,-85.833801,42,42,10.2,664,17,10,15,22,36,10
46554,41.5425,-86.4133,27,4,6.9000001,255,21,27,13,38,50,22
46555,41.3326,-85.710297,118,51,8.5,660,21,17,8,31,38,14
46556,41.700199,-86.2379,1402,323,9.1000004,246,26,44,1,51,52,26
46561,41.669498,-86.086998,355,46,7.0999999,1096,22,27,14,39,52,22
46562,41.212399,-85.7061,30,9,6,324,24,27,16,41,55,22
46563,41.353001,-86.301498,60,28,12.1,6259,20,24,12,35,46,20
46565,41.6633,-85.593201,48,23,10.1,2629,15,9,11,21,31,10
46567,41.406502,-85.718399,65,27,8.3000002,1744,19,27,10,38,46,23
46571,41.5634,-85.5317,50,38,9.1999998,692,14,10,11,20,30,10
46573,41.5401,-86.0205,40,34,15.5,1426,16,5,13,18,30,7
46574,41.466702,-86.483101,34,6,7.3000002,457,18,24,20,34,54,20
46580,41.243801,-85.8508,113,115,14.1,9823,20,24,6,35,41,18
46581,41.239399,-85.864304,,,5.5999999,96,,,,,,
46582,41.284199,-85.854698,84,37,9.5,2038,21,24,13,35,47,19
46590,41.210999,-85.830498,669,195,8.3000002,497,33,42,2,58,59,28
46595,41.525902,-86.169403,276,237,8,24,21,17,13,29,41,10
46601,41.672699,-86.253502,1086,2297,13.1,5806,27,29,5,43,48,19
46613,41.654598,-86.247902,1473,272,9.6999998,1017,21,26,10,36,45,20
46614,41.6255,-86.243301,216,68,12.5,5213,23,29,12,41,51,23
46615,41.674099,-86.210403,1727,376,8.1999998,1565,28,37,6,49,55,25
46616,41.691898,-86.264702,1488,99,6.0999999,182,27,31,2,40,43,15
46617,41.685001,-86.2351,1424,1042,11.9,2550,28,33,2,45,47,21
46619,41.6674,-86.3153,362,86,11,2733,19,30,10,39,49,25
46624,41.7332,-86.283302,,,4.8000002,29,,,,,,
46628,41.7015,-86.294899,283,174,17.1,9163,19,17,15,29,43,13
46635,41.716801,-86.207802,821,430,9.1999998,1228,29,35,3,48,50,22
46637,41.7299,-86.2407,613,219,11.5,2888,20,43,7,49,55,35
46680,41.596802,-86.292999,,,4.5999999,32,,,,,,
46701,41.348202,-85.4142,32,8,7.6999998,665,18,17,12,29,40,15
46702,40.861801,-85.606697,20,1,4.5,50,13,7,54,17,69,7
46703,41.6563,-85.019798,59,37,10.3,5782,20,30,9,40,48,25
46705,41.534698,-85.0504,31,36,9.8999996,336,14,8,43,17,61,6
46706,41.359001,-85.046799,83,57,11.2,5401,21,24,11,36,46,20
46710,41.3689,-85.241402,41,16,11.8,754,16,13,11,24,34,12
46711,40.6716,-84.934303,50,30,7.8000002,1043,20,37,10,46,56,31
46714,40.736801,-85.162201,44,29,10.9,4303,21,24,13,35,47,18
46721,41.428699,-84.8787,24,25,13,675,16,9,19,21,38,9
46723,41.229,-85.324402,48,9,6.8000002,663,20,41,9,50,57,34
46725,41.1619,-85.473701,43,19,10.1,4633,19,23,15,33,47,19
46730,41.450401,-85.137001,19,3,4.3000002,13,44,43,1,62,63,20
46731,40.792999,-85.090401,14,2,4,12,13,13,48,19,62,6
46732,41.375099,-85.603104,54,6,6.6999998,121,22,27,17,39,53,25
46733,40.827301,-84.931396,42,18,8.6999998,3445,20,28,12,39,50,23
46737,41.733101,-84.945198,42,23,9.8999996,1372,17,34,10,41,51,30
46738,41.348202,-85.134697,117,44,15.8,1434,19,13,9,26,34,10
46740,40.607101,-84.962097,25,4,7.6999998,153,17,20,11,31,41,20
46741,41.2108,-84.940598,69,29,5.5,650,17,17,11,29,38,18
46742,41.556599,-84.895103,26,7,6.4000001,299,21,17,14,30,43,15
46743,41.2285,-84.8386,34,9,7.1999998,279,23,17,9,32,40,15
46745,40.9524,-85.0075,36,6,4,52,33,17,18,39,53,14
46746,41.7286,-85.472702,21,11,9.6999998,386,17,16,10,27,36,16
46747,41.532799,-85.0811,28,3,6.5,149,22,18,23,33,53,19
46748,41.239101,-85.167702,108,13,5.1999998,401,22,22,16,36,49,20
46750,40.8811,-85.505402,53,25,9.5,5789,19,23,13,33,45,18
46755,41.4482,-85.260902,77,50,10,3346,21,30,10,40,49,24
46760,41.395302,-85.548302,21,1,2.5999999,18,17,9,42,20,56,9
46761,41.652,-85.403999,38,12,8.8999996,1873,17,14,11,25,34,13
46763,41.299099,-85.190102,28,10,7.5,157,22,7,28,23,47,10
46764,41.1646,-85.613899,17,2,2.7,8,46,21,1,54,55,13
46765,41.224899,-85.030098,159,28,5.5,401,29,19,18,38,53,17
46766,40.700199,-85.277397,13,1,4.3000002,13,44,43,1,62,63,20
46767,41.466202,-85.592697,47,18,12.8,1155,17,21,10,31,41,18
46770,40.833099,-85.319,20,10,8.5,383,14,22,30,30,60,20
46772,40.7005,-84.844101,37,9,5,104,27,38,10,52,60,31
46773,40.987,-84.8937,18,2,7.3000002,261,23,34,17,45,60,26
46774,41.069901,-85.011703,121,36,9.1999998,2941,21,30,11,41,51,25
46776,41.7309,-85.1465,25,7,6.9000001,117,21,19,9,33,41,17
46777,40.8806,-85.156998,44,13,7.1999998,467,20,14,25,28,51,13
46779,41.584301,-85.021301,24,1,2.5,33,24,15,37,30,64,10
46783,40.959999,-85.3526,41,16,6.6999998,881,20,14,18,27,44,12
46784,41.484901,-85.374298,65,8,6.1999998,68,23,38,3,45,48,31
46785,41.324001,-84.904297,24,4,7.6999998,100,21,31,19,42,60,25
46787,41.072601,-85.614304,23,6,4.8000002,135,17,14,13,24,36,12
46788,41.2696,-84.939796,35,4,5.3000002,164,28,10,17,32,45,12
46789,41.5835,-85.199203,,,6,18,,,,,,
46791,40.836899,-85.240303,23,5,3,18,23,19,42,31,72,8
46792,40.688599,-85.418297,13,3,7.5999999,310,17,36,15,43,58,30
46793,41.440201,-85.022102,30,12,9.6000004,548,18,21,13,29,40,17
46794,41.457001,-85.482201,24,3,2.7,8,44,43,1,62,63,20
46795,41.556999,-85.315002,39,4,5.5999999,331,21,20,12,33,43,19
46797,41.125301,-84.853302,30,8,5.5,354,25,25,20,40,58,21
46798,40.937099,-85.195801,31,5,4.5999999,32,18,16,34,24,58,12
46799,40.9188,-85.282402,331,109,4.3000002,13,44,43,1,62,63,20
46801,41.0938,-85.070702,,,132.8,531,,,,,,
46802,41.070702,-85.154297,1011,1588,13.2,8896,28,28,8,44,51,19
46803,41.0695,-85.107399,571,504,15.4,5861,17,10,16,22,38,9
46804,41.0508,-85.255997,543,622,15.9,15390,21,32,7,42,48,25
46805,41.097698,-85.118896,1276,1059,16.6,11884,19,51,5,56,60,43
46806,41.048,-85.113503,990,121,8.6000004,1651,20,36,13,44,56,28
46807,41.049099,-85.146202,1934,204,8.8999996,1012,23,37,3,44,47,25
46808,41.093899,-85.162102,696,663,18.200001,11514,20,22,15,33,47,17
46809,41.025398,-85.183403,152,211,14.9,5073,16,18,18,27,45,14
46814,41.045601,-85.305801,278,45,5.6999998,899,30,32,5,46,51,20
46815,41.105301,-85.062401,982,229,10.1,4233,26,37,4,47,51,26
46816,41.016499,-85.097603,191,26,9.6000004,1252,20,40,6,47,52,30
46818,41.146801,-85.206703,110,76,15,7895,20,23,13,34,46,20
46819,41.005199,-85.152702,132,22,11.1,657,28,31,7,41,47,22
46825,41.1465,-85.123199,703,646,15.5,15247,24,32,8,43,50,23
46835,41.1371,-85.068497,613,131,9.3999996,3680,25,35,7,45,52,25
46845,41.195801,-85.119102,376,106,6.1999998,1979,28,27,8,41,48,18
46896,41.0938,-85.070702,,,2.7,8,,,,,,
46898,41.0938,-85.070702,,,9.3000002,37,,,,,,
46901,40.498798,-86.145302,105,36,10.4,7913,20,39,8,48,55,33
46902,40.450901,-86.135201,258,105,13.5,8616,23,40,7,49,56,31
46903,40.469601,-86.118896,,,20.799999,125,,,,,,
46904,40.469601,-86.118896,,,11.8,154,,,,,,
46910,41.038898,-86.039497,21,4,5.5999999,150,20,11,41,25,63,8
46911,40.6105,-85.949699,14,1,5.5999999,39,19,9,23,23,42,10
46913,40.5163,-86.520401,16,1,2.7,8,11,4,66,12,78,1
46914,40.6423,-86.0961,66,7,7.5999999,114,25,27,4,42,46,26
46915,40.477699,-86.386597,110,30,8.3999996,109,20,38,8,47,53,34
46917,40.599602,-86.515198,13,1,5.1999998,31,19,10,20,23,40,9
46919,40.577,-85.876297,22,3,9.3999996,113,28,45,1,57,58,33
46920,40.4785,-86.446198,13,1,5.8000002,23,21,4,34,22,48,12
46923,40.573399,-86.678802,23,5,8.1999998,1018,23,35,6,46,52,28
46926,40.867001,-86.075203,19,2,3.8,45,13,5,58,15,71,4
46928,40.4188,-85.671303,26,3,5.4000001,141,26,36,14,47,59,25
46929,40.544498,-86.501602,24,6,7.1999998,498,20,26,21,39,59,20
46932,40.586201,-86.197197,24,2,6.0999999,109,19,33,16,45,58,35
46933,40.4879,-85.605499,217,106,9.5,931,17,39,9,45,54,31
46936,40.479099,-85.958199,35,4,7.4000001,376,24,34,9,46,54,27
46938,40.481499,-85.636497,40,3,6.5,71,34,46,1,59,60,29
46939,41.008701,-86.406097,9,1,2.5999999,31,21,17,34,29,63,8
46940,40.690899,-85.697098,17,2,11.7,70,13,35,12,42,52,37
46941,40.819901,-85.720398,17,3,3.5999999,25,31,21,20,39,55,15
46947,40.760399,-86.359901,60,27,12.3,5832,19,31,9,39,48,25
46951,40.9618,-86.126404,13,1,2.5999999,18,16,13,43,21,64,9
46952,40.574299,-85.674103,74,48,11.7,5261,23,34,9,43,52,26
46953,40.5359,-85.661598,110,39,9.8999996,3640,21,42,7,49,56,34
46958,40.822399,-86.116203,422,75,2.7,8,44,43,1,62,63,20
46960,41.138302,-86.517899,11,2,4.1999998,25,16,4,50,17,63,6
46962,40.9986,-85.784203,34,12,7.8000002,1157,20,33,10,43,52,26
46970,40.749199,-86.068001,50,14,9.6000004,3796,19,31,10,39,49,25
46971,40.668301,-86.137802,,,4.6999998,14,,,,,,
46974,40.9482,-85.930099,16,2,5.0999999,72,22,14,41,27,67,9
46975,41.065498,-86.231003,26,11,8.3999996,2623,21,30,13,41,52,24
46978,40.864498,-86.507797,13,2,3.2,29,35,22,11,43,52,16
46979,40.4151,-86.267502,43,3,4.1999998,160,31,17,19,37,53,14
46982,41.074299,-85.879204,24,5,8.1000004,187,22,22,13,38,50,21
46985,40.960201,-86.540398,8,1,4,24,19,18,9,27,36,12
46986,40.5112,-85.8265,21,3,6.0999999,61,21,38,6,49,56,33
46987,40.564701,-85.765602,548,131,4.3000002,13,24,18,33,36,67,15
46989,40.4548,-85.499001,60,9,9.1999998,293,27,41,3,49,52,30
46991,40.617401,-85.514801,23,3,4.3000002,30,31,27,27,42,69,12
46992,40.790901,-85.8321,40,22,10.6,4253,20,24,14,35,48,20
46994,40.6772,-86.280502,18,2,6.4000001,122,19,14,24,25,49,8
46996,41.056198,-86.630699,15,5,6.8000002,1060,23,31,14,42,56,23
47001,39.071899,-84.945198,55,12,8,1262,22,33,14,43,55,27
47003,39.5676,-84.816101,32,3,3.3,20,12,23,36,28,60,17
47006,39.300098,-85.222099,44,38,9.1999998,2875,23,32,10,43,52,25
47012,39.421299,-84.999397,24,4,6,886,20,35,10,45,54,28
47017,38.949001,-85.212196,13,1,4.0999999,33,17,4,47,18,60,8
47018,38.996201,-85.055,23,4,7.6999998,325,22,26,7,35,41,18
47020,38.822399,-84.939903,23,3,9.6999998,29,21,37,5,43,47,31
47022,39.205898,-84.961601,38,3,6.1999998,118,19,17,22,32,51,21
47023,39.049801,-85.373901,13,1,2.5999999,18,20,5,42,21,62,5
47024,39.4916,-85.208,19,1,5.1999998,47,14,31,15,39,51,34
47025,39.140099,-84.865799,160,65,11.1,4718,19,30,10,40,50,25
47031,39.150299,-85.132401,34,6,8.6999998,428,21,39,13,46,58,31
47032,39.094501,-85.063797,36,2,2.5999999,21,17,24,2,28,30,15
47034,39.2048,-85.327003,531,599,7.6999998,46,21,27,1,33,34,13
47036,39.3862,-85.238503,25,6,6.3000002,114,20,16,25,31,53,19
47037,39.157299,-85.2938,21,3,6.5999999,265,21,32,12,44,55,26
47038,38.853699,-84.851501,19,2,5,15,21,4,34,22,48,12
47040,38.956699,-84.880699,32,4,6.5,202,30,32,6,49,53,23
47041,39.237,-85.094704,29,5,5.8000002,248,22,18,25,31,55,14
47042,39.051102,-85.223503,23,5,6.9000001,456,21,36,5,46,51,29
47043,38.7724,-85.085197,20,2,6.5,419,21,49,3,57,60,41
47060,39.3008,-84.880997,43,5,6.5999999,427,19,24,15,37,49,22
47102,38.747799,-85.796204,70,9,6.4000001,128,29,64,2,74,76,52
47106,38.436199,-85.921501,26,4,8.1999998,286,24,25,8,37,44,23
47108,38.668999,-86.235802,11,1,2.7,8,11,4,66,12,78,1
47111,38.456799,-85.660599,70,15,8.5,1521,20,23,13,35,47,20
47112,38.218899,-86.114502,40,18,10.5,4160,21,30,10,40,49,24
47115,38.336102,-86.210899,18,2,4.4000001,31,28,15,25,33,52,14
47117,38.124401,-85.9589,20,1,6,78,21,4,36,22,52,10
47118,38.325802,-86.442902,10,1,5.1999998,47,13,7,13,16,27,8
47119,38.351002,-85.899597,98,27,8.5,1964,25,26,12,41,51,21
47120,38.433102,-86.189697,19,2,2.7,8,21,4,34,22,48,12
47122,38.302898,-85.9617,108,14,7.0999999,828,25,28,12,41,51,22
47124,38.3535,-86.008301,67,7,4.5999999,179,30,14,22,35,54,12
47125,38.462601,-86.318001,15,2,3.3,10,11,4,66,12,78,1
47126,38.539799,-85.773399,47,4,8,176,25,34,7,41,47,25
47129,38.311001,-85.764503,801,529,16.1,8562,16,46,10,52,61,42
47130,38.3078,-85.735901,505,361,14.2,14420,20,23,12,34,45,19
47131,38.437,-85.705002,,,6.3000002,88,,,,,,
47136,38.244801,-85.959297,58,5,5.4000001,157,32,29,6,46,51,18
47137,38.186501,-86.383797,9,2,29.299999,117,8,52,0,53,54,51
47138,38.652302,-85.625198,23,1,5.8000002,69,20,16,44,26,71,8
47140,38.3736,-86.357803,25,3,10.6,127,11,60,4,62,66,59
47141,38.585602,-85.6436,19,0,2.7,8,25,28,5,36,40,23
